gene_name_a	oln_id_a	gene_description_a	gene_name_b	oln_id_b	gene_description_b	type
TY1B-OR	YOR142W-B	Transposon Ty1-OR Gag-Pol polyprotein	TY1B-LR1	YLR035C-A	Transposon Ty1-LR1 Gag-Pol polyprotein	paralog
TY1B-OR	YOR142W-B	Transposon Ty1-OR Gag-Pol polyprotein	TY1A-LR2	YLR157C-A	Transposon Ty1-LR2 Gag polyprotein	paralog
TY1B-OR	YOR142W-B	Transposon Ty1-OR Gag-Pol polyprotein	TY1B-LR2	YLR157C-B	Transposon Ty1-LR2 Gag-Pol polyprotein	paralog
TY1B-OR	YOR142W-B	Transposon Ty1-OR Gag-Pol polyprotein	TY1A-LR3	YLR227W-A	Transposon Ty1-LR3 Gag polyprotein	paralog
TY1B-OR	YOR142W-B	Transposon Ty1-OR Gag-Pol polyprotein	TY1B-LR3	YLR227W-B	Transposon Ty1-LR3 Gag-Pol polyprotein	paralog
TY1B-OR	YOR142W-B	Transposon Ty1-OR Gag-Pol polyprotein	TY1A-LR4	YLR256W-A	Transposon Ty1-LR4 Gag polyprotein	paralog
TY1B-OR	YOR142W-B	Transposon Ty1-OR Gag-Pol polyprotein	TY2B-LR1	YLR410W-B	Transposon Ty2-LR1 Gag-Pol polyprotein	paralog
TY1B-OR	YOR142W-B	Transposon Ty1-OR Gag-Pol polyprotein	TY1B-ML2	YML039W	Transposon Ty1-ML2 Gag-Pol polyprotein	paralog
TY1B-OR	YOR142W-B	Transposon Ty1-OR Gag-Pol polyprotein	TY1A-ML2	YML040W	Transposon Ty1-ML2 Gag polyprotein	paralog
TY1B-OR	YOR142W-B	Transposon Ty1-OR Gag-Pol polyprotein	TY1B-ML1	YML045W	Transposon Ty1-ML1 Gag-Pol polyprotein	paralog
TY1B-OR	YOR142W-B	Transposon Ty1-OR Gag-Pol polyprotein	TY1A-ML1	YML045W-A	Transposon Ty1-ML1 Gag polyprotein	paralog
TY1B-OR	YOR142W-B	Transposon Ty1-OR Gag-Pol polyprotein	TY1B-MR1	YMR045C	Transposon Ty1-MR1 Gag-Pol polyprotein	paralog
TY1B-OR	YOR142W-B	Transposon Ty1-OR Gag-Pol polyprotein	TY1A-MR1	YMR046C	Transposon Ty1-MR1 Gag polyprotein	paralog
TY1B-OR	YOR142W-B	Transposon Ty1-OR Gag-Pol polyprotein	TY1B-MR2	YMR050C	Transposon Ty1-MR2 Gag-Pol polyprotein	paralog
TY1B-OR	YOR142W-B	Transposon Ty1-OR Gag-Pol polyprotein	TY1A-MR2	YMR051C	Transposon Ty1-MR2 Gag polyprotein	paralog
TY1B-OR	YOR142W-B	Transposon Ty1-OR Gag-Pol polyprotein	TY1A-NL2	YNL054W-A	Transposon Ty1-NL2 Gag polyprotein	paralog
TY1B-OR	YOR142W-B	Transposon Ty1-OR Gag-Pol polyprotein	TY1A-NL1	YNL284C-A	Transposon Ty1-NL1 Gag polyprotein	paralog
TY1B-OR	YOR142W-B	Transposon Ty1-OR Gag-Pol polyprotein	TY1B-NL1	YNL284C-B	Transposon Ty1-NL1 Gag-Pol polyprotein	paralog
TY1B-OR	YOR142W-B	Transposon Ty1-OR Gag-Pol polyprotein	TY1A-OL	YOL103W-A	Transposon Ty1-OL Gag polyprotein	paralog
TY1B-OR	YOR142W-B	Transposon Ty1-OR Gag-Pol polyprotein	TY1B-OL	YOL103W-B	Transposon Ty1-OL Gag-Pol polyprotein	paralog
TY1B-OR	YOR142W-B	Transposon Ty1-OR Gag-Pol polyprotein	TY1A-OR	YOR142W-A	Transposon Ty1-OR Gag polyprotein	paralog
PDR5	YOR153W	Pleiotropic ABC efflux transporter of multiple drugs	SNQ2	YDR011W	Protein SNQ2	paralog
PDR5	YOR153W	Pleiotropic ABC efflux transporter of multiple drugs	PDR15	YDR406W	ATP-dependent permease PDR15	ohnolog, paralog
PDR5	YOR153W	Pleiotropic ABC efflux transporter of multiple drugs	PDR11	YIL013C	ATP-dependent permease PDR11	paralog
PDR5	YOR153W	Pleiotropic ABC efflux transporter of multiple drugs	PDR18	YNR070W	ABC transporter ATP-binding protein/permease PDR18	paralog
PDR5	YOR153W	Pleiotropic ABC efflux transporter of multiple drugs	AUS1	YOR011W	ATP-dependent permease AUS1	paralog
NFI1	YOR156C	E3 SUMO-protein ligase SIZ2	SIZ1	YDR409W	E3 SUMO-protein ligase SIZ1	ohnolog
YRR1	YOR162C	Zinc finger transcription factor YRR1	PDR8	YLR266C	Transcription factor PDR8	ohnolog
RPS28A	YOR167C	40S ribosomal protein S28-A	RPS28B	YLR264W	40S ribosomal protein S28-B	ohnolog
LCB4	YOR171C	Sphingoid long chain base kinase 4 {ECO:0000303|PubMed:9677363}	LCB5	YLR260W	Sphingoid long chain base kinase 5	ohnolog, paralog
YRM1	YOR172W	Zinc finger transcription factor YRM1	YRR1	YOR162C	Zinc finger transcription factor YRR1	paralog
DCS2	YOR173W	Inactive diphosphatase DCS2	DCS1	YLR270W	m7GpppX diphosphatase	ohnolog
GAC1	YOR178C	Serine/threonine-protein phosphatase 1 regulatory subunit GAC1	PIG1	YLR273C	Serine/threonine-protein phosphatase 1 regulatory subunit PIG1	ohnolog
SYC1	YOR179C	Protein SYC1	YSH1	YLR277C	Endoribonuclease YSH1	ohnolog
DCI1	YOR180C	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase	ECI1	YLR284C	3,2-trans-enoyl-CoA isomerase	ohnolog
RPS30B	YOR182C	40S ribosomal protein S30-B	RPS30A	YLR287C-A	40S ribosomal protein S30-A	ohnolog, paralog
GSP2	YOR185C	GTP-binding nuclear protein GSP2/CNR2	GSP1	YLR293C	GTP-binding nuclear protein GSP1/CNR1	ohnolog, paralog
NA	YOR186W	Putative uncharacterized protein YOR186W	NA	YLR297W	Uncharacterized vacuolar protein YLR297W	ohnolog
SPR1	YOR190W	Sporulation-specific glucan 1,3-beta-glucosidase precursor	EXG1	YLR300W	Glucan 1,3-beta-glucosidase I/II precursor	ohnolog, paralog
THI72	YOR192C	Thiamine transporter THI72	THI7	YLR237W	Thiamine transporter	paralog
THI72	YOR192C	Thiamine transporter THI72	NRT1	YOR071C	Nicotinamide riboside transporter 1	paralog
TY2A-OR1	YOR192C-A	Transposon Ty2-OR1 Gag polyprotein	TY1A-A	YAR010C	Transposon Ty1-A Gag polyprotein	paralog
TY2A-OR1	YOR192C-A	Transposon Ty2-OR1 Gag polyprotein	TY1A-BL	YBL005W-A	Transposon Ty1-BL Gag polyprotein	paralog
TY2A-OR1	YOR192C-A	Transposon Ty2-OR1 Gag polyprotein	TY2A-B	YBL100W-A	Transposon Ty2-B Gag polyprotein	paralog
TY2A-OR1	YOR192C-A	Transposon Ty2-OR1 Gag polyprotein	TY2B-B	YBL100W-B	Transposon Ty2-B Gag-Pol polyprotein	paralog
TY2A-OR1	YOR192C-A	Transposon Ty2-OR1 Gag polyprotein	TY1A-BR	YBR012W-A	Transposon Ty1-BR Gag polyprotein	paralog
TY2A-OR1	YOR192C-A	Transposon Ty2-OR1 Gag polyprotein	TY2B-C	YCL019W	Transposon Ty2-C Gag-Pol polyprotein	paralog
TY2A-OR1	YOR192C-A	Transposon Ty2-OR1 Gag polyprotein	TY2A-C	YCL020W	Transposon Ty2-C Gag polyprotein	paralog
TY2A-OR1	YOR192C-A	Transposon Ty2-OR1 Gag polyprotein	TY2A-DR1	YDR034C-C	Transposon Ty2-DR1 Gag polyprotein	paralog
TY2A-OR1	YOR192C-A	Transposon Ty2-OR1 Gag polyprotein	TY2B-DR1	YDR034C-D	Transposon Ty2-DR1 Gag-Pol polyprotein	paralog
TY2A-OR1	YOR192C-A	Transposon Ty2-OR1 Gag polyprotein	TY1A-DR1	YDR098C-A	Transposon Ty1-DR1 Gag polyprotein	paralog
TY2A-OR1	YOR192C-A	Transposon Ty2-OR1 Gag polyprotein	TY1A-DR2	YDR170W-A	Transposon Ty1-DR2 Gag polyprotein	paralog
TY2A-OR1	YOR192C-A	Transposon Ty2-OR1 Gag polyprotein	TY1A-DR3	YDR210C-C	Transposon Ty1-DR3 Gag polyprotein	paralog
TY2A-OR1	YOR192C-A	Transposon Ty2-OR1 Gag polyprotein	TY2A-DR2	YDR210W-A	Transposon Ty2-DR2 Gag polyprotein	paralog
TY2A-OR1	YOR192C-A	Transposon Ty2-OR1 Gag polyprotein	TY2B-DR2	YDR210W-B	Transposon Ty2-DR2 Gag-Pol polyprotein	paralog
TY2A-OR1	YOR192C-A	Transposon Ty2-OR1 Gag polyprotein	TY1A-DR4	YDR261C-C	Transposon Ty1-DR4 Gag polyprotein	paralog
TY2A-OR1	YOR192C-A	Transposon Ty2-OR1 Gag polyprotein	TY2A-DR3	YDR261W-A	Transposon Ty2-DR3 Gag polyprotein	paralog
TY2A-OR1	YOR192C-A	Transposon Ty2-OR1 Gag polyprotein	TY2B-DR3	YDR261W-B	Transposon Ty2-DR3 Gag-Pol polyprotein	paralog
TY2A-OR1	YOR192C-A	Transposon Ty2-OR1 Gag polyprotein	TY1A-DR5	YDR316W-A	Transposon Ty1-DR5 Gag polyprotein	paralog
TY2A-OR1	YOR192C-A	Transposon Ty2-OR1 Gag polyprotein	TY1A-DR6	YDR365W-A	Transposon Ty1-DR6 Gag polyprotein	paralog
TY2A-OR1	YOR192C-A	Transposon Ty2-OR1 Gag polyprotein	TY1A-ER1	YER137C-A	Transposon Ty1-ER1 Gag polyprotein	paralog
TY2A-OR1	YOR192C-A	Transposon Ty2-OR1 Gag polyprotein	TY1A-ER2	YER159C-A	Transposon Ty1-ER2 Gag polyprotein	paralog
TY2A-OR1	YOR192C-A	Transposon Ty2-OR1 Gag polyprotein	TY2B-F	YFL002W-A	Transposon Ty2-F Gag-Pol polyprotein	paralog
TY2A-OR1	YOR192C-A	Transposon Ty2-OR1 Gag polyprotein	TY2A-F	YFL002W-B	Transposon Ty2-F Gag polyprotein	paralog
TY2A-OR1	YOR192C-A	Transposon Ty2-OR1 Gag polyprotein	TY1A-GR1	YGR027W-A	Transposon Ty1-GR1 Gag polyprotein	paralog
TY2A-OR1	YOR192C-A	Transposon Ty2-OR1 Gag polyprotein	TY1A-GR2	YGR038C-A	Transposon Ty1-GR2 Gag polyprotein	paralog
TY2A-OR1	YOR192C-A	Transposon Ty2-OR1 Gag polyprotein	TY1A-GR3	YGR161C-C	Transposon Ty1-GR3 Gag polyprotein	paralog
TY2A-OR1	YOR192C-A	Transposon Ty2-OR1 Gag polyprotein	TY2A-GR2	YGR161W-A	Transposon Ty2-GR2 Gag polyprotein	paralog
TY2A-OR1	YOR192C-A	Transposon Ty2-OR1 Gag polyprotein	TY2B-GR2	YGR161W-B	Transposon Ty2-GR2 Gag-Pol polyprotein	paralog
TY2A-OR1	YOR192C-A	Transposon Ty2-OR1 Gag polyprotein	TY1A-H	YHR214C-C	Transposon Ty1-H Gag polyprotein	paralog
TY2A-OR1	YOR192C-A	Transposon Ty2-OR1 Gag polyprotein	TY1A-JR1	YJR026W	Transposon Ty1-JR1 Gag polyprotein	paralog
TY2A-OR1	YOR192C-A	Transposon Ty2-OR1 Gag polyprotein	TY1A-JR2	YJR028W	Transposon Ty1-JR2 Gag polyprotein	paralog
TY2A-OR1	YOR192C-A	Transposon Ty2-OR1 Gag polyprotein	TY1A-LR2	YLR157C-A	Transposon Ty1-LR2 Gag polyprotein	paralog
TY2A-OR1	YOR192C-A	Transposon Ty2-OR1 Gag polyprotein	TY1A-LR3	YLR227W-A	Transposon Ty1-LR3 Gag polyprotein	paralog
TY2A-OR1	YOR192C-A	Transposon Ty2-OR1 Gag polyprotein	TY1A-LR4	YLR256W-A	Transposon Ty1-LR4 Gag polyprotein	paralog
TY2A-OR1	YOR192C-A	Transposon Ty2-OR1 Gag polyprotein	TY2A-LR1	YLR410W-A	Transposon Ty2-LR1 Gag polyprotein	paralog
TY2A-OR1	YOR192C-A	Transposon Ty2-OR1 Gag polyprotein	TY2B-LR1	YLR410W-B	Transposon Ty2-LR1 Gag-Pol polyprotein	paralog
TY2A-OR1	YOR192C-A	Transposon Ty2-OR1 Gag polyprotein	TY1A-ML2	YML040W	Transposon Ty1-ML2 Gag polyprotein	paralog
TY2A-OR1	YOR192C-A	Transposon Ty2-OR1 Gag polyprotein	TY1A-ML1	YML045W-A	Transposon Ty1-ML1 Gag polyprotein	paralog
TY2A-OR1	YOR192C-A	Transposon Ty2-OR1 Gag polyprotein	TY1A-MR1	YMR046C	Transposon Ty1-MR1 Gag polyprotein	paralog
TY2A-OR1	YOR192C-A	Transposon Ty2-OR1 Gag polyprotein	TY1A-MR2	YMR051C	Transposon Ty1-MR2 Gag polyprotein	paralog
TY2A-OR1	YOR192C-A	Transposon Ty2-OR1 Gag polyprotein	TY1A-NL2	YNL054W-A	Transposon Ty1-NL2 Gag polyprotein	paralog
TY2A-OR1	YOR192C-A	Transposon Ty2-OR1 Gag polyprotein	TY1A-NL1	YNL284C-A	Transposon Ty1-NL1 Gag polyprotein	paralog
TY2A-OR1	YOR192C-A	Transposon Ty2-OR1 Gag polyprotein	TY1A-OL	YOL103W-A	Transposon Ty1-OL Gag polyprotein	paralog
TY2A-OR1	YOR192C-A	Transposon Ty2-OR1 Gag polyprotein	TY1A-OR	YOR142W-A	Transposon Ty1-OR Gag polyprotein	paralog
TY2B-OR1	YOR192C-B	Transposon Ty2-OR1 Gag-Pol polyprotein	TY1B-A	YAR009C	Truncated transposon Ty1-A Gag-Pol polyprotein	paralog
TY2B-OR1	YOR192C-B	Transposon Ty2-OR1 Gag-Pol polyprotein	TY1B-BL	YBL005W-B	Transposon Ty1-BL Gag-Pol polyprotein	paralog
TY2B-OR1	YOR192C-B	Transposon Ty2-OR1 Gag-Pol polyprotein	TY2A-B	YBL100W-A	Transposon Ty2-B Gag polyprotein	paralog
TY2B-OR1	YOR192C-B	Transposon Ty2-OR1 Gag-Pol polyprotein	TY2B-B	YBL100W-B	Transposon Ty2-B Gag-Pol polyprotein	paralog
TY2B-OR1	YOR192C-B	Transposon Ty2-OR1 Gag-Pol polyprotein	TY1B-BR	YBR012W-B	Transposon Ty1-BR Gag-Pol polyprotein	paralog
TY2B-OR1	YOR192C-B	Transposon Ty2-OR1 Gag-Pol polyprotein	TY2B-C	YCL019W	Transposon Ty2-C Gag-Pol polyprotein	paralog
TY2B-OR1	YOR192C-B	Transposon Ty2-OR1 Gag-Pol polyprotein	TY2A-C	YCL020W	Transposon Ty2-C Gag polyprotein	paralog
TY2B-OR1	YOR192C-B	Transposon Ty2-OR1 Gag-Pol polyprotein	TY2A-DR1	YDR034C-C	Transposon Ty2-DR1 Gag polyprotein	paralog
TY2B-OR1	YOR192C-B	Transposon Ty2-OR1 Gag-Pol polyprotein	TY2B-DR1	YDR034C-D	Transposon Ty2-DR1 Gag-Pol polyprotein	paralog
TY2B-OR1	YOR192C-B	Transposon Ty2-OR1 Gag-Pol polyprotein	TY1B-DR1	YDR098C-B	Transposon Ty1-DR1 Gag-Pol polyprotein	paralog
TY2B-OR1	YOR192C-B	Transposon Ty2-OR1 Gag-Pol polyprotein	TY1B-DR3	YDR210C-D	Transposon Ty1-DR3 Gag-Pol polyprotein	paralog
TY2B-OR1	YOR192C-B	Transposon Ty2-OR1 Gag-Pol polyprotein	TY2A-DR2	YDR210W-A	Transposon Ty2-DR2 Gag polyprotein	paralog
TY2B-OR1	YOR192C-B	Transposon Ty2-OR1 Gag-Pol polyprotein	TY2B-DR2	YDR210W-B	Transposon Ty2-DR2 Gag-Pol polyprotein	paralog
TY2B-OR1	YOR192C-B	Transposon Ty2-OR1 Gag-Pol polyprotein	TY1B-DR4	YDR261C-D	Transposon Ty1-DR4 Gag-Pol polyprotein	paralog
TY2B-OR1	YOR192C-B	Transposon Ty2-OR1 Gag-Pol polyprotein	TY2A-DR3	YDR261W-A	Transposon Ty2-DR3 Gag polyprotein	paralog
TY2B-OR1	YOR192C-B	Transposon Ty2-OR1 Gag-Pol polyprotein	TY2B-DR3	YDR261W-B	Transposon Ty2-DR3 Gag-Pol polyprotein	paralog
TY2B-OR1	YOR192C-B	Transposon Ty2-OR1 Gag-Pol polyprotein	TY1B-DR5	YDR316W-B	Transposon Ty1-DR5 Gag-Pol polyprotein	paralog
TY2B-OR1	YOR192C-B	Transposon Ty2-OR1 Gag-Pol polyprotein	TY1B-DR6	YDR365W-B	Transposon Ty1-DR6 Gag-Pol polyprotein	paralog
TY2B-OR1	YOR192C-B	Transposon Ty2-OR1 Gag-Pol polyprotein	TY1B-ER1	YER138C	Transposon Ty1-ER1 Gag-Pol polyprotein	paralog
TY2B-OR1	YOR192C-B	Transposon Ty2-OR1 Gag-Pol polyprotein	TY1B-ER2	YER160C	Transposon Ty1-ER2 Gag-Pol polyprotein	paralog
TY2B-OR1	YOR192C-B	Transposon Ty2-OR1 Gag-Pol polyprotein	TY2B-F	YFL002W-A	Transposon Ty2-F Gag-Pol polyprotein	paralog
TY2B-OR1	YOR192C-B	Transposon Ty2-OR1 Gag-Pol polyprotein	TY2A-F	YFL002W-B	Transposon Ty2-F Gag polyprotein	paralog
TY2B-OR1	YOR192C-B	Transposon Ty2-OR1 Gag-Pol polyprotein	TY1B-GR1	YGR027W-B	Transposon Ty1-GR1 Gag-Pol polyprotein	paralog
TY2B-OR1	YOR192C-B	Transposon Ty2-OR1 Gag-Pol polyprotein	TY1B-GR2	YGR038C-B	Transposon Ty1-GR2 Gag-Pol polyprotein	paralog
TY2B-OR1	YOR192C-B	Transposon Ty2-OR1 Gag-Pol polyprotein	TY1B-GR3	YGR161C-D	Transposon Ty1-GR3 Gag-Pol polyprotein	paralog
TY2B-OR1	YOR192C-B	Transposon Ty2-OR1 Gag-Pol polyprotein	TY2A-GR2	YGR161W-A	Transposon Ty2-GR2 Gag polyprotein	paralog
TY2B-OR1	YOR192C-B	Transposon Ty2-OR1 Gag-Pol polyprotein	TY2B-GR2	YGR161W-B	Transposon Ty2-GR2 Gag-Pol polyprotein	paralog
TY2B-OR1	YOR192C-B	Transposon Ty2-OR1 Gag-Pol polyprotein	TY1B-H	YHR214C-B	Transposon Ty1-H Gag-Pol polyprotein	paralog
TY2B-OR1	YOR192C-B	Transposon Ty2-OR1 Gag-Pol polyprotein	TY1B-JR1	YJR027W	Transposon Ty1-JR1 Gag-Pol polyprotein	paralog
TY2B-OR1	YOR192C-B	Transposon Ty2-OR1 Gag-Pol polyprotein	TY1B-JR2	YJR029W	Transposon Ty1-JR2 Gag-Pol polyprotein	paralog
TY2B-OR1	YOR192C-B	Transposon Ty2-OR1 Gag-Pol polyprotein	TY1B-LR1	YLR035C-A	Transposon Ty1-LR1 Gag-Pol polyprotein	paralog
TY2B-OR1	YOR192C-B	Transposon Ty2-OR1 Gag-Pol polyprotein	TY1B-LR2	YLR157C-B	Transposon Ty1-LR2 Gag-Pol polyprotein	paralog
TY2B-OR1	YOR192C-B	Transposon Ty2-OR1 Gag-Pol polyprotein	TY1B-LR3	YLR227W-B	Transposon Ty1-LR3 Gag-Pol polyprotein	paralog
TY2B-OR1	YOR192C-B	Transposon Ty2-OR1 Gag-Pol polyprotein	TY2A-LR1	YLR410W-A	Transposon Ty2-LR1 Gag polyprotein	paralog
TY2B-OR1	YOR192C-B	Transposon Ty2-OR1 Gag-Pol polyprotein	TY2B-LR1	YLR410W-B	Transposon Ty2-LR1 Gag-Pol polyprotein	paralog
TY2B-OR1	YOR192C-B	Transposon Ty2-OR1 Gag-Pol polyprotein	TY1B-ML2	YML039W	Transposon Ty1-ML2 Gag-Pol polyprotein	paralog
TY2B-OR1	YOR192C-B	Transposon Ty2-OR1 Gag-Pol polyprotein	TY1B-ML1	YML045W	Transposon Ty1-ML1 Gag-Pol polyprotein	paralog
TY2B-OR1	YOR192C-B	Transposon Ty2-OR1 Gag-Pol polyprotein	TY1B-MR1	YMR045C	Transposon Ty1-MR1 Gag-Pol polyprotein	paralog
TY2B-OR1	YOR192C-B	Transposon Ty2-OR1 Gag-Pol polyprotein	TY1B-MR2	YMR050C	Transposon Ty1-MR2 Gag-Pol polyprotein	paralog
TY2B-OR1	YOR192C-B	Transposon Ty2-OR1 Gag-Pol polyprotein	TY1B-NL1	YNL284C-B	Transposon Ty1-NL1 Gag-Pol polyprotein	paralog
TY2B-OR1	YOR192C-B	Transposon Ty2-OR1 Gag-Pol polyprotein	TY1B-OL	YOL103W-B	Transposon Ty1-OL Gag-Pol polyprotein	paralog
TY2B-OR1	YOR192C-B	Transposon Ty2-OR1 Gag-Pol polyprotein	TY1B-OR	YOR142W-B	Transposon Ty1-OR Gag-Pol polyprotein	paralog
TY2B-OR1	YOR192C-B	Transposon Ty2-OR1 Gag-Pol polyprotein	TY2A-OR1	YOR192C-A	Transposon Ty2-OR1 Gag polyprotein	paralog
NA	YOR192C-C	Uncharacterized protein YOR192C-C	NA	YER138W-A	Putative uncharacterized protein YER138W-A	paralog
NA	YOR192C-C	Uncharacterized protein YOR192C-C	NA	YIL060W	Uncharacterized protein YIL060W	paralog
RET1	YOR207C	DNA-directed RNA polymerase III subunit RPC2	RPB2	YOR151C	DNA-directed RNA polymerase II subunit RPB2	paralog
WTM1	YOR230W	Transcriptional modulator WTM1	WTM2	YOR229W	Transcriptional modulator WTM2	paralog
VPH1	YOR270C	V-type proton ATPase subunit a, vacuolar isoform	STV1	YMR054W	V-type proton ATPase subunit a, Golgi isoform	paralog
SNF2	YOR290C	Transcription regulatory protein SNF2	STH1	YIL126W	Nuclear protein STH1/NPS1	paralog
RPS10A	YOR293W	40S ribosomal protein S10-A	RPS10B	YMR230W	40S ribosomal protein S10-B	ohnolog, paralog
UAF30	YOR295W	Upstream activation factor subunit UAF30	TRI1	YMR233W	Protein TRI1	ohnolog
BUD7	YOR299W	Bud site selection protein 7	BCH1	YMR237W	Protein BCH1	ohnolog, paralog
ISW2	YOR304W	ISWI chromatin-remodeling complex ATPase ISW2	ISW1	YBR245C	ISWI chromatin-remodeling complex ATPase ISW1	paralog
RPL20B	YOR312C	60S ribosomal protein L20-B	RPL20A	YMR242C	60S ribosomal protein L20-A	ohnolog, paralog
COT1	YOR316C	Cobalt uptake protein COT1	ZRC1	YMR243C	Zinc/cadmium resistance protein	ohnolog
FAA1	YOR317W	Long-chain-fatty-acid--CoA ligase 1	FAA3	YIL009W	Long-chain-fatty-acid--CoA ligase 3	paralog
FAA1	YOR317W	Long-chain-fatty-acid--CoA ligase 1	FAA4	YMR246W	Long-chain-fatty-acid--CoA ligase 4	ohnolog, paralog
PMT3	YOR321W	Dolichyl-phosphate-mannose--protein mannosyltransferase 3 {ECO:0000305}	PMT2	YAL023C	Dolichyl-phosphate-mannose--protein mannosyltransferase 2 {ECO:0000305}	ohnolog, paralog
PMT3	YOR321W	Dolichyl-phosphate-mannose--protein mannosyltransferase 3 {ECO:0000305}	PMT6	YGR199W	Dolichyl-phosphate-mannose--protein mannosyltransferase 6 {ECO:0000305}	paralog
FRT1	YOR324C	Protein HPH1	FRT2	YAL028W	Protein HPH2	ohnolog
MYO2	YOR326W	Myosin-2	MYO4	YAL029C	Myosin-4	ohnolog, paralog
SNC2	YOR327C	Synaptobrevin homolog 2	SNC1	YAL030W	Synaptobrevin homolog 1	ohnolog
PDR10	YOR328W	ATP-dependent permease PDR10	SNQ2	YDR011W	Protein SNQ2	paralog
PDR10	YOR328W	ATP-dependent permease PDR10	PDR15	YDR406W	ATP-dependent permease PDR15	paralog
PDR10	YOR328W	ATP-dependent permease PDR10	PDR11	YIL013C	ATP-dependent permease PDR11	paralog
PDR10	YOR328W	ATP-dependent permease PDR10	PDR18	YNR070W	ABC transporter ATP-binding protein/permease PDR18	paralog
PDR10	YOR328W	ATP-dependent permease PDR10	AUS1	YOR011W	ATP-dependent permease AUS1	paralog
PDR10	YOR328W	ATP-dependent permease PDR10	PDR5	YOR153W	Pleiotropic ABC efflux transporter of multiple drugs	paralog
NA	YOR338W	SWIRM domain-containing protein YOR338W	FUN19	YAL034C	SWIRM domain-containing protein FUN19	ohnolog, paralog
NA	YOR342C	Uncharacterized protein YOR342C	NA	YAL037W	Uncharacterized protein YAL037W	ohnolog
TY2A-OR2	YOR343W-A	Transposon Ty2-OR2 Gag polyprotein	TY1A-A	YAR010C	Transposon Ty1-A Gag polyprotein	paralog
TY2A-OR2	YOR343W-A	Transposon Ty2-OR2 Gag polyprotein	TY1A-BL	YBL005W-A	Transposon Ty1-BL Gag polyprotein	paralog
TY2A-OR2	YOR343W-A	Transposon Ty2-OR2 Gag polyprotein	TY2A-B	YBL100W-A	Transposon Ty2-B Gag polyprotein	paralog
TY2A-OR2	YOR343W-A	Transposon Ty2-OR2 Gag polyprotein	TY2B-B	YBL100W-B	Transposon Ty2-B Gag-Pol polyprotein	paralog
TY2A-OR2	YOR343W-A	Transposon Ty2-OR2 Gag polyprotein	TY1A-BR	YBR012W-A	Transposon Ty1-BR Gag polyprotein	paralog
TY2A-OR2	YOR343W-A	Transposon Ty2-OR2 Gag polyprotein	TY2B-C	YCL019W	Transposon Ty2-C Gag-Pol polyprotein	paralog
TY2A-OR2	YOR343W-A	Transposon Ty2-OR2 Gag polyprotein	TY2A-C	YCL020W	Transposon Ty2-C Gag polyprotein	paralog
TY2A-OR2	YOR343W-A	Transposon Ty2-OR2 Gag polyprotein	TY2A-DR1	YDR034C-C	Transposon Ty2-DR1 Gag polyprotein	paralog
TY2A-OR2	YOR343W-A	Transposon Ty2-OR2 Gag polyprotein	TY2B-DR1	YDR034C-D	Transposon Ty2-DR1 Gag-Pol polyprotein	paralog
TY2A-OR2	YOR343W-A	Transposon Ty2-OR2 Gag polyprotein	TY1A-DR1	YDR098C-A	Transposon Ty1-DR1 Gag polyprotein	paralog
TY2A-OR2	YOR343W-A	Transposon Ty2-OR2 Gag polyprotein	TY1A-DR2	YDR170W-A	Transposon Ty1-DR2 Gag polyprotein	paralog
TY2A-OR2	YOR343W-A	Transposon Ty2-OR2 Gag polyprotein	TY1A-DR3	YDR210C-C	Transposon Ty1-DR3 Gag polyprotein	paralog
TY2A-OR2	YOR343W-A	Transposon Ty2-OR2 Gag polyprotein	TY2A-DR2	YDR210W-A	Transposon Ty2-DR2 Gag polyprotein	paralog
TY2A-OR2	YOR343W-A	Transposon Ty2-OR2 Gag polyprotein	TY2B-DR2	YDR210W-B	Transposon Ty2-DR2 Gag-Pol polyprotein	paralog
TY2A-OR2	YOR343W-A	Transposon Ty2-OR2 Gag polyprotein	TY1A-DR4	YDR261C-C	Transposon Ty1-DR4 Gag polyprotein	paralog
TY2A-OR2	YOR343W-A	Transposon Ty2-OR2 Gag polyprotein	TY2A-DR3	YDR261W-A	Transposon Ty2-DR3 Gag polyprotein	paralog
TY2A-OR2	YOR343W-A	Transposon Ty2-OR2 Gag polyprotein	TY2B-DR3	YDR261W-B	Transposon Ty2-DR3 Gag-Pol polyprotein	paralog
TY2A-OR2	YOR343W-A	Transposon Ty2-OR2 Gag polyprotein	TY1A-DR5	YDR316W-A	Transposon Ty1-DR5 Gag polyprotein	paralog
TY2A-OR2	YOR343W-A	Transposon Ty2-OR2 Gag polyprotein	TY1A-DR6	YDR365W-A	Transposon Ty1-DR6 Gag polyprotein	paralog
TY2A-OR2	YOR343W-A	Transposon Ty2-OR2 Gag polyprotein	TY1A-ER1	YER137C-A	Transposon Ty1-ER1 Gag polyprotein	paralog
TY2A-OR2	YOR343W-A	Transposon Ty2-OR2 Gag polyprotein	TY1A-ER2	YER159C-A	Transposon Ty1-ER2 Gag polyprotein	paralog
TY2A-OR2	YOR343W-A	Transposon Ty2-OR2 Gag polyprotein	TY2B-F	YFL002W-A	Transposon Ty2-F Gag-Pol polyprotein	paralog
TY2A-OR2	YOR343W-A	Transposon Ty2-OR2 Gag polyprotein	TY2A-F	YFL002W-B	Transposon Ty2-F Gag polyprotein	paralog
