kinase_gene_name	kinase_oln_id	kinase_gene_description	target_gene_name	target_oln_id	target_gene_description	score
PKC1	YBL105C	Protein kinase C-like 1	FPR3	YML074C	FK506-binding nuclear protein	2.85315
TOS3	YGL179C	Serine/threonine-protein kinase TOS3	GAL83	YER027C	SNF1 protein kinase subunit beta-3	2.85315
SPS1	YDR523C	Sporulation-specific protein 1	GSC2	YGR032W	1,3-beta-glucan synthase component GSC2	2.85315
CDC5	YMR001C	Cell cycle serine/threonine-protein kinase CDC5/MSD2	KIN4	YOR233W	Serine/threonine-protein kinase KIN4	2.85315
CBK1	YNL161W	Serine/threonine-protein kinase CBK1	OCH1	YGL038C	Initiation-specific alpha-1,6-mannosyltransferase {ECO:0000305}	2.85315
STE20	YHL007C	Serine/threonine-protein kinase STE20	PBS2	YJL128C	MAP kinase kinase PBS2	2.85315
YPK1	YKL126W	Serine/threonine-protein kinase YPK1	PIL1	YGR086C	Sphingolipid long chain base-responsive protein PIL1	2.85315
YPK2	YMR104C	Serine/threonine-protein kinase YPK2/YKR2	PIL1	YGR086C	Sphingolipid long chain base-responsive protein PIL1	2.85315
CDC28	YBR160W	Cyclin-dependent kinase 1	RHO1	YPR165W	GTP-binding protein RHO1 precursor	2.85315
CBK1	YNL161W	Serine/threonine-protein kinase CBK1	SEC4	YFL005W	Ras-related protein SEC4	2.85315
SPS1	YDR523C	Sporulation-specific protein 1	SHC1	YER096W	Protein SHC1	2.85315
PKC1	YBL105C	Protein kinase C-like 1	SSA4	YER103W	Heat shock protein SSA4	2.85315
KIN4	YOR233W	Serine/threonine-protein kinase KIN4	TEM1	YML064C	Protein TEM1	2.85315
YAK1	YJL141C	Dual specificity protein kinase YAK1	TOR1	YJR066W	Serine/threonine-protein kinase TOR1	2.85315
TOR1	YJR066W	Serine/threonine-protein kinase TOR1	YAK1	YJL141C	Dual specificity protein kinase YAK1	2.85315
CLA4	YNL298W	Serine/threonine-protein kinase CLA4	BNI4	YNL233W	Protein BNI4	2.850009
HSL1	YKL101W	Probable serine/threonine-protein kinase HSL1	CDC23	YHR166C	Anaphase-promoting complex subunit CDC23	2.850009
HSL1	YKL101W	Probable serine/threonine-protein kinase HSL1	MIH1	YMR036C	M-phase inducer phosphatase	2.850009
SLT2	YHR030C	Mitogen-activated protein kinase SLT2/MPK1	ROT2	YBR229C	Glucosidase 2 subunit alpha precursor	2.850009
HOG1	YLR113W	Mitogen-activated protein kinase HOG1	SUB1	YMR039C	RNA polymerase II transcriptional coactivator SUB1	2.850009
CLA4	YNL298W	Serine/threonine-protein kinase CLA4	SWI4	YER111C	Regulatory protein SWI4	2.850009
CDC28	YBR160W	Cyclin-dependent kinase 1	KIP3	YGL216W	Kinesin-like protein KIP3	2.812829
CDC28	YBR160W	Cyclin-dependent kinase 1	MMS4	YBR098W	Crossover junction endonuclease MMS4	2.812829
YCK1	YHR135C	Casein kinase I homolog 1	AIM21	YIR003W	Altered inheritance of mitochondria protein 21	2.81164
MCK1	YNL307C	Protein kinase MCK1	AIM3	YBR108W	Altered inheritance of mitochondria protein 3	2.81164
AKL1	YBR059C	Serine/threonine-protein kinase AKL1	ALY2	YJL084C	Arrestin-related trafficking adapter 3	2.81164
TPK1	YJL164C	cAMP-dependent protein kinase type 1	BBC1	YJL020C	Myosin tail region-interacting protein MTI1	2.81164
SNF1	YDR477W	Carbon catabolite-derepressing protein kinase	BFR1	YOR198C	Nuclear segregation protein BFR1	2.81164
SSN3	YPL042C	Meiotic mRNA stability protein kinase SSN3	CUE5	YOR042W	Ubiquitin-binding protein CUE5	2.81164
YCK1	YHR135C	Casein kinase I homolog 1	DED1	YOR204W	ATP-dependent RNA helicase DED1	2.81164
MCK1	YNL307C	Protein kinase MCK1	EDC3	YEL015W	Enhancer of mRNA-decapping protein 3	2.81164
PHO85	YPL031C	Cyclin-dependent protein kinase PHO85	EDE1	YBL047C	EH domain-containing and endocytosis protein 1	2.81164
YCK1	YHR135C	Casein kinase I homolog 1	ELF1	YKL160W	Transcription elongation factor 1	2.81164
SNF1	YDR477W	Carbon catabolite-derepressing protein kinase	FOX2	YKR009C	Peroxisomal hydratase-dehydrogenase-epimerase	2.81164
CMK1	YFR014C	Calcium/calmodulin-dependent protein kinase I	GIP2	YER054C	GLC7-interacting protein 2	2.81164
HSL1	YKL101W	Probable serine/threonine-protein kinase HSL1	GPM1	YKL152C	Phosphoglycerate mutase 1	2.81164
MCK1	YNL307C	Protein kinase MCK1	GSY2	YLR258W	Glycogen [starch] synthase isoform 2	2.81164
RIM11	YMR139W	Serine/threonine-protein kinase RIM11/MSD1	GSY2	YLR258W	Glycogen [starch] synthase isoform 2	2.81164
TPK1	YJL164C	cAMP-dependent protein kinase type 1	HAS1	YMR290C	ATP-dependent RNA helicase HAS1	2.81164
HSL1	YKL101W	Probable serine/threonine-protein kinase HSL1	HBT1	YDL223C	Protein HBT1	2.81164
PRK1	YIL095W	Actin-regulating kinase PRK1	HBT1	YDL223C	Protein HBT1	2.81164
TPK1	YJL164C	cAMP-dependent protein kinase type 1	HCA4	YJL033W	ATP-dependent RNA helicase HCA4	2.81164
TPK1	YJL164C	cAMP-dependent protein kinase type 1	HCR1	YLR192C	Eukaryotic translation initiation factor 3 subunit J {ECO:0000255|HAMAP-Rule:MF_03009}	2.81164
SNF1	YDR477W	Carbon catabolite-derepressing protein kinase	HOS4	YIL112W	Protein HOS4	2.81164
RCK2	YLR248W	Serine/threonine-protein kinase RCK2	HSP42	YDR171W	Heat shock protein 42	2.81164
CMK1	YFR014C	Calcium/calmodulin-dependent protein kinase I	LEO1	YOR123C	RNA polymerase-associated protein LEO1	2.81164
SNF1	YDR477W	Carbon catabolite-derepressing protein kinase	LEO1	YOR123C	RNA polymerase-associated protein LEO1	2.81164
PHO85	YPL031C	Cyclin-dependent protein kinase PHO85	LYS21	YDL131W	Homocitrate synthase, mitochondrial precursor	2.81164
CDC28	YBR160W	Cyclin-dependent kinase 1	NCL1	YBL024W	Multisite-specific tRNA:(cytosine-C(5))-methyltransferase	2.81164
SNF1	YDR477W	Carbon catabolite-derepressing protein kinase	OSH3	YHR073W	Oxysterol-binding protein homolog 3	2.81164
SNF1	YDR477W	Carbon catabolite-derepressing protein kinase	PAH1	YMR165C	Phosphatidic acid phosphohydrolase 1	2.81164
FUS3	YBL016W	Mitogen-activated protein kinase FUS3	PAR32	YDL173W	Protein PAR32	2.81164
PHO85	YPL031C	Cyclin-dependent protein kinase PHO85	PAR32	YDL173W	Protein PAR32	2.81164
PRR1	YKL116C	Serine/threonine-protein kinase PRR1	PRR1	YKL116C	Serine/threonine-protein kinase PRR1	2.81164
NNK1	YKL171W	Nitrogen network kinase 1	RRP5	YMR229C	rRNA biogenesis protein RRP5	2.81164
PHO85	YPL031C	Cyclin-dependent protein kinase PHO85	SHE3	YBR130C	SWI5-dependent HO expression protein 3	2.81164
SNF1	YDR477W	Carbon catabolite-derepressing protein kinase	SKT5	YBL061C	Protein SKT5 precursor	2.81164
TPK1	YJL164C	cAMP-dependent protein kinase type 1	SKT5	YBL061C	Protein SKT5 precursor	2.81164
PTK2	YJR059W	Serine/threonine-protein kinase PTK2/STK2	SSD1	YDR293C	Protein SSD1	2.81164
SNF1	YDR477W	Carbon catabolite-derepressing protein kinase	SSF2	YDR312W	Ribosome biogenesis protein SSF2	2.81164
PKP2	YGL059W	[Pyruvate dehydrogenase (acetyl-transferring)] kinase 2, mitochondrial precursor	STF2	YGR008C	ATPase-stabilizing factor 15 kDa protein	2.81164
SNF1	YDR477W	Carbon catabolite-derepressing protein kinase	TPO3	YPR156C	Polyamine transporter 3	2.81164
SNF1	YDR477W	Carbon catabolite-derepressing protein kinase	TRM1	YDR120C	tRNA (guanine(26)-N(2))-dimethyltransferase, mitochondrial precursor	2.81164
CDC28	YBR160W	Cyclin-dependent kinase 1	VHS2	YIL135C	Protein VHS2	2.81164
PHO85	YPL031C	Cyclin-dependent protein kinase PHO85	VTS1	YOR359W	Protein VTS1	2.81164
SNF1	YDR477W	Carbon catabolite-derepressing protein kinase	YAT2	YER024W	Carnitine O-acetyltransferase YAT2	2.81164
SNF1	YDR477W	Carbon catabolite-derepressing protein kinase	RTK1	YDL025C	Probable serine/threonine-protein kinase RTK1	2.81164
CDC28	YBR160W	Cyclin-dependent kinase 1	NA	YDR239C	Uncharacterized protein YDR239C	2.81164
TPK3	YKL166C	cAMP-dependent protein kinase type 3	IGD1	YFR017C	Inhibitor of glycogen debranching 1	2.81164
HAL5	YJL165C	Serine/threonine-protein kinase HAL5	NA	YGR130C	Uncharacterized protein YGR130C	2.81164
CDC28	YBR160W	Cyclin-dependent kinase 1	SLA1	YBL007C	Actin cytoskeleton-regulatory complex protein SLA1	2.594039
CDC28	YBR160W	Cyclin-dependent kinase 1	TDA1	YMR291W	Serine/threonine-protein kinase TDA1	2.81164
CDC28	YBR160W	Cyclin-dependent kinase 1	NA	YPL150W	Putative serine/threonine-protein kinase YPL150W	2.81164
BCK1	YJL095W	Serine/threonine-protein kinase BCK1/SLK1/SSP31	ACK1	YDL203C	Activator of C kinase protein 1	2.810815
BCK1	YJL095W	Serine/threonine-protein kinase BCK1/SLK1/SSP31	SKT5	YBL061C	Protein SKT5 precursor	2.810815
BCK1	YJL095W	Serine/threonine-protein kinase BCK1/SLK1/SSP31	NA	YPL066W	Uncharacterized protein YPL066W	2.810815
CDC28	YBR160W	Cyclin-dependent kinase 1	DSN1	YIR010W	Kinetochore-associated protein DSN1	2.80676
MEC1	YBR136W	Serine/threonine-protein kinase MEC1	SLT2	YHR030C	Mitogen-activated protein kinase SLT2/MPK1	2.80676
TEL1	YBL088C	Serine/threonine-protein kinase TEL1	SLT2	YHR030C	Mitogen-activated protein kinase SLT2/MPK1	2.80676
MPS1	YDL028C	Serine/threonine-protein kinase MPS1	CMD1	YBR109C	Calmodulin	2.784207
PKP1	YIL042C	[Pyruvate dehydrogenase (acetyl-transferring)] kinase 1, mitochondrial precursor	PKP2	YGL059W	[Pyruvate dehydrogenase (acetyl-transferring)] kinase 2, mitochondrial precursor	2.784207
VPS15	YBR097W	Serine/threonine-protein kinase VPS15	VPS34	YLR240W	Phosphatidylinositol 3-kinase VPS34	2.784207
VPS15	YBR097W	Serine/threonine-protein kinase VPS15	VPS38	YLR360W	Vacuolar protein sorting-associated protein 38	2.784207
ARK1	YNL020C	Actin-regulating kinase 1	VRP1	YLR337C	Verprolin	2.784207
SLT2	YHR030C	Mitogen-activated protein kinase SLT2/MPK1	SEC28	YIL076W	Coatomer subunit epsilon	2.77762
HSL1	YKL101W	Probable serine/threonine-protein kinase HSL1	BNI4	YNL233W	Protein BNI4	2.764497
CBK1	YNL161W	Serine/threonine-protein kinase CBK1	BUD4	YJR092W	Bud site selection protein 4	2.764497
SLN1	YIL147C	Osmosensing histidine protein kinase SLN1	FPS1	YLL043W	Glycerol uptake/efflux facilitator protein	2.764497
YCK3	YER123W	Casein kinase I homolog 3	NYV1	YLR093C	Vacuolar v-SNARE NYV1	2.764497
HAL5	YJL165C	Serine/threonine-protein kinase HAL5	ARC1	YGL105W	tRNA-aminoacylation cofactor ARC1	2.76328
KIN4	YOR233W	Serine/threonine-protein kinase KIN4	CDC15	YAR019C	Cell division control protein 15	2.76328
PHO85	YPL031C	Cyclin-dependent protein kinase PHO85	TPK2	YPL203W	cAMP-dependent protein kinase type 2	2.76328
SLT2	YHR030C	Mitogen-activated protein kinase SLT2/MPK1	CAF4	YKR036C	CCR4-associated factor 4	2.75274
PHO85	YPL031C	Cyclin-dependent protein kinase PHO85	CDC3	YLR314C	Cell division control protein 3	2.75274
PTK2	YJR059W	Serine/threonine-protein kinase PTK2/STK2	CLN2	YPL256C	G1/S-specific cyclin CLN2	2.75274
PHO85	YPL031C	Cyclin-dependent protein kinase PHO85	ENT3	YJR125C	Epsin-3	2.75274
CDC28	YBR160W	Cyclin-dependent kinase 1	IQG1	YPL242C	Ras GTPase-activating-like protein IQG1	2.75274
CLA4	YNL298W	Serine/threonine-protein kinase CLA4	KEL1	YHR158C	Kelch repeat-containing protein 1	2.75274
CDC28	YBR160W	Cyclin-dependent kinase 1	SCS2	YER120W	Vesicle-associated membrane protein-associated protein SCS2	2.75274
CDC28	YBR160W	Cyclin-dependent kinase 1	TEM1	YML064C	Protein TEM1	2.75274
CTK1	YKL139W	CTD kinase subunit alpha	WHI4	YDL224C	Protein WHI4	2.75274
MCK1	YNL307C	Protein kinase MCK1	IGD1	YFR017C	Inhibitor of glycogen debranching 1	2.75274
HOG1	YLR113W	Mitogen-activated protein kinase HOG1	YRO2	YBR054W	Protein YRO2	2.75274
CDC28	YBR160W	Cyclin-dependent kinase 1	ZRG8	YER033C	Zinc-regulated protein 8	2.75274
BCK1	YJL095W	Serine/threonine-protein kinase BCK1/SLK1/SSP31	BEM1	YBR200W	Bud emergence protein 1	2.74881
HSL1	YKL101W	Probable serine/threonine-protein kinase HSL1	CDC55	YGL190C	Protein phosphatase PP2A regulatory subunit B	2.74881
BCK1	YJL095W	Serine/threonine-protein kinase BCK1/SLK1/SSP31	DOT1	YDR440W	Histone-lysine N-methyltransferase, H3 lysine-79 specific	2.74881
BUD32	YGR262C	EKC/KEOPS complex subunit BUD32	KSP1	YHR082C	Serine/threonine-protein kinase KSP1	2.74811
CTK1	YKL139W	CTD kinase subunit alpha	MOB1	YIL106W	DBF2 kinase activator protein MOB1	2.74811
ELM1	YKL048C	Serine/threonine-protein kinase ELM1	CDC12	YHR107C	Cell division control protein 12	2.747748
DBF2	YGR092W	Cell cycle protein kinase DBF2	IQG1	YPL242C	Ras GTPase-activating-like protein IQG1	2.747748
SLN1	YIL147C	Osmosensing histidine protein kinase SLN1	SHO1	YER118C	High osmolarity signaling protein SHO1	2.747748
YPK1	YKL126W	Serine/threonine-protein kinase YPK1	TOR1	YJR066W	Serine/threonine-protein kinase TOR1	2.747748
TOR1	YJR066W	Serine/threonine-protein kinase TOR1	YPK1	YKL126W	Serine/threonine-protein kinase YPK1	2.747748
PRK1	YIL095W	Actin-regulating kinase PRK1	AKL1	YBR059C	Serine/threonine-protein kinase AKL1	2.747561
SLT2	YHR030C	Mitogen-activated protein kinase SLT2/MPK1	ASC1	YMR116C	Guanine nucleotide-binding protein subunit beta-like protein	2.747561
BCK1	YJL095W	Serine/threonine-protein kinase BCK1/SLK1/SSP31	CBP1	YJL209W	Cytochrome B pre-mRNA-processing protein 1	2.747561
KIN82	YCR091W	Serine/threonine-protein kinase KIN82	FPK1	YNR047W	Flippase kinase 1	2.747561
MKK1	YOR231W	MAP kinase kinase MKK1/SSP32	FYV8	YGR196C	Protein FYV8	2.747561
BCK1	YJL095W	Serine/threonine-protein kinase BCK1/SLK1/SSP31	XRN1	YGL173C	5'-3' exoribonuclease 1	2.747561
FPK1	YNR047W	Flippase kinase 1	KIN82	YCR091W	Serine/threonine-protein kinase KIN82	2.747561
STE11	YLR362W	Serine/threonine-protein kinase STE11	KSS1	YGR040W	Mitogen-activated protein kinase KSS1	2.747561
AKL1	YBR059C	Serine/threonine-protein kinase AKL1	PRK1	YIL095W	Actin-regulating kinase PRK1	2.747561
MKK2	YPL140C	MAP kinase kinase MKK2/SSP33	RGD1	YBR260C	RHO GTPase-activating protein RGD1	2.747561
SSK2	YNR031C	MAP kinase kinase kinase SSK2	SLT2	YHR030C	Mitogen-activated protein kinase SLT2/MPK1	2.747561
SLT2	YHR030C	Mitogen-activated protein kinase SLT2/MPK1	SSK2	YNR031C	MAP kinase kinase kinase SSK2	2.747561
KSS1	YGR040W	Mitogen-activated protein kinase KSS1	STE11	YLR362W	Serine/threonine-protein kinase STE11	2.747561
CDC28	YBR160W	Cyclin-dependent kinase 1	BEM2	YER155C	GTPase-activating protein BEM2/IPL2	2.743059
SNF1	YDR477W	Carbon catabolite-derepressing protein kinase	FKS1	YLR342W	1,3-beta-glucan synthase component FKS1	2.743059
CDC28	YBR160W	Cyclin-dependent kinase 1	UBR1	YGR184C	E3 ubiquitin-protein ligase UBR1	2.743059
MEC1	YBR136W	Serine/threonine-protein kinase MEC1	HPR1	YDR138W	THO complex subunit HPR1	2.73729
TEL1	YBL088C	Serine/threonine-protein kinase TEL1	MEC3	YLR288C	DNA damage checkpoint control protein MEC3	2.73729
TEL1	YBL088C	Serine/threonine-protein kinase TEL1	RAD53	YPL153C	Serine/threonine-protein kinase RAD53	2.73729
ARK1	YNL020C	Actin-regulating kinase 1	ARC40	YBR234C	Actin-related protein 2/3 complex subunit 1	2.728647
PRK1	YIL095W	Actin-regulating kinase PRK1	ARC40	YBR234C	Actin-related protein 2/3 complex subunit 1	2.728647
STE20	YHL007C	Serine/threonine-protein kinase STE20	BOI2	YER114C	Protein BOI2	2.728647
BUB1	YGR188C	Checkpoint serine/threonine-protein kinase BUB1	DSN1	YIR010W	Kinetochore-associated protein DSN1	2.728647
HSL1	YKL101W	Probable serine/threonine-protein kinase HSL1	HOF1	YMR032W	Cytokinesis protein 2	2.728647
HOG1	YLR113W	Mitogen-activated protein kinase HOG1	CNB1	YKL190W	Calcineurin subunit B	2.727851
SLT2	YHR030C	Mitogen-activated protein kinase SLT2/MPK1	MIH1	YMR036C	M-phase inducer phosphatase	2.727851
BCK1	YJL095W	Serine/threonine-protein kinase BCK1/SLK1/SSP31	MSG5	YNL053W	Tyrosine-protein phosphatase MSG5	2.727851
MKK2	YPL140C	MAP kinase kinase MKK2/SSP33	NBP2	YDR162C	NAP1-binding protein 2	2.727851
SLT2	YHR030C	Mitogen-activated protein kinase SLT2/MPK1	OPI1	YHL020C	Transcriptional repressor OPI1	2.727851
PKC1	YBL105C	Protein kinase C-like 1	PTC1	YDL006W	Protein phosphatase 2C homolog 1	2.727851
HOG1	YLR113W	Mitogen-activated protein kinase HOG1	PTC2	YER089C	Protein phosphatase 2C homolog 2	2.727851
PKC1	YBL105C	Protein kinase C-like 1	SIT4	YDL047W	Serine/threonine-protein phosphatase PP1-1	2.727851
HOG1	YLR113W	Mitogen-activated protein kinase HOG1	SLN1	YIL147C	Osmosensing histidine protein kinase SLN1	2.727851
HOG1	YLR113W	Mitogen-activated protein kinase HOG1	SSK22	YCR073C	Serine/threonine-protein kinase SSK22	2.727851
FUS3	YBL016W	Mitogen-activated protein kinase FUS3	STE11	YLR362W	Serine/threonine-protein kinase STE11	2.727851
STE7	YDL159W	Serine/threonine-protein kinase STE7	STE11	YLR362W	Serine/threonine-protein kinase STE11	2.727851
KSS1	YGR040W	Mitogen-activated protein kinase KSS1	STE4	YOR212W	Guanine nucleotide-binding protein subunit beta	2.727851
PBS2	YJL128C	MAP kinase kinase PBS2	STE7	YDL159W	Serine/threonine-protein kinase STE7	2.727851
PKC1	YBL105C	Protein kinase C-like 1	UBC7	YMR022W	Ubiquitin-conjugating enzyme E2 7	2.727851
HOG1	YLR113W	Mitogen-activated protein kinase HOG1	YAF9	YNL107W	Protein AF-9 homolog	2.727851
BCK1	YJL095W	Serine/threonine-protein kinase BCK1/SLK1/SSP31	ERG3	YLR056W	Delta(7)-sterol 5(6)-desaturase	2.709051
YCK2	YNL154C	Casein kinase I homolog 2	REG1	YDR028C	Resistance to glucose repression protein 1	2.709051
BCK1	YJL095W	Serine/threonine-protein kinase BCK1/SLK1/SSP31	RIM101	YHL027W	pH-response transcription factor pacC/RIM101	2.709051
BCK1	YJL095W	Serine/threonine-protein kinase BCK1/SLK1/SSP31	RIM21	YNL294C	pH-response regulator protein palH/RIM21	2.709051
PKC1	YBL105C	Protein kinase C-like 1	RIM21	YNL294C	pH-response regulator protein palH/RIM21	2.709051
SLT2	YHR030C	Mitogen-activated protein kinase SLT2/MPK1	SMP1	YBR182C	Transcription factor SMP1	2.709051
BCK1	YJL095W	Serine/threonine-protein kinase BCK1/SLK1/SSP31	VPS52	YDR484W	Vacuolar protein sorting-associated protein 52	2.709051
DUN1	YDL101C	DNA damage response protein kinase DUN1	POL32	YJR043C	DNA polymerase delta subunit 3	2.706954
SSK2	YNR031C	MAP kinase kinase kinase SSK2	FAR1	YJL157C	Cyclin-dependent kinase inhibitor FAR1	2.705705
PTK1	YKL198C	Serine/threonine-protein kinase PTK1/STK1	MBF1	YOR298C-A	Multiprotein-bridging factor 1	2.705705
RTK1	YDL025C	Probable serine/threonine-protein kinase RTK1	NOP13	YNL175C	Nucleolar protein 13	2.705705
MCK1	YNL307C	Protein kinase MCK1	SEA4	YBL104C	SEH-associated protein 4	2.705705
GIN4	YDR507C	Serine/threonine-protein kinase GIN4	CDC42	YLR229C	Cell division control protein 42 precursor	2.70438
PKC1	YBL105C	Protein kinase C-like 1	CLN1	YMR199W	G1/S-specific cyclin CLN1	2.70438
CTK1	YKL139W	CTD kinase subunit alpha	ESS1	YJR017C	Peptidyl-prolyl cis-trans isomerase ESS1	2.70438
CDC5	YMR001C	Cell cycle serine/threonine-protein kinase CDC5/MSD2	PPH21	YDL134C	Serine/threonine-protein phosphatase PP2A-1 catalytic subunit	2.70438
CDC5	YMR001C	Cell cycle serine/threonine-protein kinase CDC5/MSD2	PPH22	YDL188C	Serine/threonine-protein phosphatase PP2A-2 catalytic subunit	2.70438
SLT2	YHR030C	Mitogen-activated protein kinase SLT2/MPK1	SNQ2	YDR011W	Protein SNQ2	2.70438
PTK2	YJR059W	Serine/threonine-protein kinase PTK2/STK2	TRK1	YJL129C	High-affinity potassium transport protein	2.70438
PTK2	YJR059W	Serine/threonine-protein kinase PTK2/STK2	TRK2	YKR050W	Low-affinity potassium transport protein	2.70438
BCK1	YJL095W	Serine/threonine-protein kinase BCK1/SLK1/SSP31	SLA1	YBL007C	Actin cytoskeleton-regulatory complex protein SLA1	2.700989
SLT2	YHR030C	Mitogen-activated protein kinase SLT2/MPK1	BCK2	YER167W	Protein BCK2	2.694699
SWE1	YJL187C	Mitosis inhibitor protein kinase SWE1	CDH1	YGL003C	APC/C activator protein CDH1	2.694699
DUN1	YDL101C	DNA damage response protein kinase DUN1	CHK1	YBR274W	Serine/threonine-protein kinase CHK1	2.694699
CHK1	YBR274W	Serine/threonine-protein kinase CHK1	DUN1	YDL101C	DNA damage response protein kinase DUN1	2.694699
BCK1	YJL095W	Serine/threonine-protein kinase BCK1/SLK1/SSP31	PCL1	YNL289W	PHO85 cyclin-1 {ECO:0000305|PubMed:7973730}	2.694699
RAD53	YPL153C	Serine/threonine-protein kinase RAD53	PRI1	YIR008C	DNA primase small subunit	2.694699
SCH9	YHR205W	Serine/threonine-protein kinase SCH9	RAS2	YNL098C	Ras-like protein 2 precursor	2.694699
MCK1	YNL307C	Protein kinase MCK1	RIM11	YMR139W	Serine/threonine-protein kinase RIM11/MSD1	2.694699
DBF2	YGR092W	Cell cycle protein kinase DBF2	SIC1	YLR079W	Protein SIC1	2.694699
RIM15	YFL033C	Serine/threonine-protein kinase RIM15	TOR1	YJR066W	Serine/threonine-protein kinase TOR1	2.685995
ATG1	YGL180W	Serine/threonine-protein kinase ATG1 {ECO:0000305}	ATG14	YBR128C	Autophagy-related protein 14	2.674069
CKA2	YOR061W	Casein kinase II subunit alpha'	CCR4	YAL021C	Glucose-repressible alcohol dehydrogenase transcriptional effector	2.667195
BCK1	YJL095W	Serine/threonine-protein kinase BCK1/SLK1/SSP31	SMY1	YKL079W	Kinesin-related protein SMY1	2.637459
RIM15	YFL033C	Serine/threonine-protein kinase RIM15	TPS2	YDR074W	Trehalose-phosphatase	2.606488
PRK1	YIL095W	Actin-regulating kinase PRK1	VRP1	YLR337C	Verprolin	2.566606
RAD53	YPL153C	Serine/threonine-protein kinase RAD53	CLA4	YNL298W	Serine/threonine-protein kinase CLA4	2.55942
SWE1	YJL187C	Mitosis inhibitor protein kinase SWE1	CLB5	YPR120C	S-phase entry cyclin-5	2.55942
PHO85	YPL031C	Cyclin-dependent protein kinase PHO85	PHO91	YNR013C	Low-affinity phosphate transporter PHO91	2.55942
SWE1	YJL187C	Mitosis inhibitor protein kinase SWE1	SEC2	YNL272C	Rab guanine nucleotide exchange factor SEC2	2.55942
CDC28	YBR160W	Cyclin-dependent kinase 1	SGS1	YMR190C	ATP-dependent helicase SGS1 {ECO:0000303|PubMed:7969174}	2.55942
PHO85	YPL031C	Cyclin-dependent protein kinase PHO85	SHC1	YER096W	Protein SHC1	2.55942
IRE1	YHR079C	Serine/threonine-protein kinase/endoribonuclease IRE1 precursor	SSD1	YDR293C	Protein SSD1	2.55942
IRE1	YHR079C	Serine/threonine-protein kinase/endoribonuclease IRE1 precursor	ERV29	YGR284C	ER-derived vesicles protein ERV29	2.546896
DBF2	YGR092W	Cell cycle protein kinase DBF2	CYK3	YDL117W	Cytokinesis protein 3	2.531117
HSL1	YKL101W	Probable serine/threonine-protein kinase HSL1	SLK19	YOR195W	Kinetochore protein SLK19	2.530509
HSL1	YKL101W	Probable serine/threonine-protein kinase HSL1	ZDS1	YMR273C	Protein ZDS1	2.51025
CDC28	YBR160W	Cyclin-dependent kinase 1	CDC15	YAR019C	Cell division control protein 15	2.50052
CDC5	YMR001C	Cell cycle serine/threonine-protein kinase CDC5/MSD2	CLA4	YNL298W	Serine/threonine-protein kinase CLA4	2.50052
ELM1	YKL048C	Serine/threonine-protein kinase ELM1	CLB4	YLR210W	G2/mitotic-specific cyclin-4	2.50052
