gene_name_a	oln_id_a	gene_description_a	gene_name_b	oln_id_b	gene_description_b	type_of_interaction
SNU71	YGR013W	U1 small nuclear ribonucleoprotein component SNU71	SNU56	YDR240C	56 kDa U1 small nuclear ribonucleoprotein component	p
SNU71	YGR013W	U1 small nuclear ribonucleoprotein component SNU71	SMD1	YGR074W	Small nuclear ribonucleoprotein Sm D1	p
SNU71	YGR013W	U1 small nuclear ribonucleoprotein component SNU71	SNP1	YIL061C	U1 small nuclear ribonucleoprotein 70 kDa homolog	p
SNU71	YGR013W	U1 small nuclear ribonucleoprotein component SNU71	SMD3	YLR147C	Small nuclear ribonucleoprotein Sm D3	p
SNU71	YGR013W	U1 small nuclear ribonucleoprotein component SNU71	SMD2	YLR275W	Small nuclear ribonucleoprotein Sm D2	p
SNU71	YGR013W	U1 small nuclear ribonucleoprotein component SNU71	PRP39	YML046W	Pre-mRNA-processing factor 39	p
SNU71	YGR013W	U1 small nuclear ribonucleoprotein component SNU71	DIG1	YPL049C	Down-regulator of invasive growth 1	tu
PRP43	YGL120C	Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP43	CIC1	YHR052W	Proteasome-interacting protein CIC1	p
AGP1	YCL025C	General amino acid permease AGP1	UME6	YDR207C	Transcriptional regulatory protein UME6	tu
SAM2	YDR502C	S-adenosylmethionine synthase 2	CBF1	YJR060W	Centromere-binding protein 1	tu
GRH1	YDR517W	GRASP65 homolog protein 1	SEC23	YPR181C	Protein transport protein SEC23	p
YTA7	YGR270W	Tat-binding homolog 7	HHT2	YNL031C	Histone H3	p
RTG3	YBL103C	Retrograde regulation protein 3	SMT3	YDR510W	Ubiquitin-like protein SMT3 precursor	td
RTG3	YBL103C	Retrograde regulation protein 3	HOG1	YLR113W	Mitogen-activated protein kinase HOG1	p
HIR1	YBL008W	Protein HIR1	RAD53	YPL153C	Serine/threonine-protein kinase RAD53	ku
PHO2	YDL106C	Regulatory protein PHO2	SHS1	YDL225W	Seventh homolog of septin 1	td
SWI4	YER111C	Regulatory protein SWI4	GIC2	YDR309C	GTPase-interacting component 2	td
GGA1	YDR358W	ADP-ribosylation factor-binding protein GGA1	ARF2	YDL137W	ADP-ribosylation factor 2	p
GGA1	YDR358W	ADP-ribosylation factor-binding protein GGA1	ARF1	YDL192W	ADP-ribosylation factor 1	p
GGA1	YDR358W	ADP-ribosylation factor-binding protein GGA1	CHC1	YGL206C	Clathrin heavy chain	p
GLN3	YER040W	Nitrogen regulatory protein GLN3	TOR1	YJR066W	Serine/threonine-protein kinase TOR1	ku
GLN3	YER040W	Nitrogen regulatory protein GLN3	TOR1	YJR066W	Serine/threonine-protein kinase TOR1	p
RVS161	YCR009C	Reduced viability upon starvation protein 161	AIM3	YBR108W	Altered inheritance of mitochondria protein 3	p
FIN1	YDR130C	Filament protein FIN1	ABF1	YKL112W	ARS-binding factor 1	tu
SUM1	YDR310C	Suppressor of mar1-1 protein	ORC3	YLL004W	Origin recognition complex subunit 3	td
SUM1	YDR310C	Suppressor of mar1-1 protein	ORC5	YNL261W	Origin recognition complex subunit 5	p
GLC7	YER133W	Serine/threonine-protein phosphatase PP1-2	SWD2	YKL018W	COMPASS component SWD2	p
RAD3	YER171W	DNA repair helicase RAD3	MET18	YIL128W	DNA repair/transcription protein MET18/MMS19	p
GIM4	YEL003W	Prefoldin subunit 2	NIP100	YPL174C	Protein NIP100	p
RAD4	YER162C	DNA repair protein RAD4	SMT3	YDR510W	Ubiquitin-like protein SMT3 precursor	p
ECM33	YBR078W	Cell wall protein ECM33 precursor	RAP1	YNL216W	DNA-binding protein RAP1	tu
NOP1	YDL014W	rRNA 2'-O-methyltransferase fibrillarin	IMP4	YNL075W	U3 small nucleolar ribonucleoprotein protein IMP4	p
CDC15	YAR019C	Cell division control protein 15	DBF2	YGR092W	Cell cycle protein kinase DBF2	kd
CDC15	YAR019C	Cell division control protein 15	DBF2	YGR092W	Cell cycle protein kinase DBF2	ku
CDC15	YAR019C	Cell division control protein 15	DBF2	YGR092W	Cell cycle protein kinase DBF2	p
NA	YBR139W	Putative serine carboxypeptidase YBR139W	FKH2	YNL068C	Fork head protein homolog 2	tu
NA	YBR139W	Putative serine carboxypeptidase YBR139W	NDD1	YOR372C	Nuclear division defective protein 1	tu
SIP2	YGL208W	SNF1 protein kinase subunit beta-2	SET2	YJL168C	Histone-lysine N-methyltransferase, H3 lysine-36 specific	p
SIP2	YGL208W	SNF1 protein kinase subunit beta-2	URN1	YPR152C	Pre-mRNA-splicing factor URN1	p
DBF2	YGR092W	Cell cycle protein kinase DBF2	CDC15	YAR019C	Cell division control protein 15	kd
DBF2	YGR092W	Cell cycle protein kinase DBF2	CDC15	YAR019C	Cell division control protein 15	ku
DBF2	YGR092W	Cell cycle protein kinase DBF2	CDC15	YAR019C	Cell division control protein 15	p
DBF2	YGR092W	Cell cycle protein kinase DBF2	NDD1	YOR372C	Nuclear division defective protein 1	tu
NA	YDL186W	Uncharacterized protein YDL186W	REB1	YBR049C	DNA-binding protein REB1	tu
ZPR1	YGR211W	Zinc finger protein ZPR1	RFX1	YLR176C	RFX-like DNA-binding protein RFX1	tu
TEL1	YBL088C	Serine/threonine-protein kinase TEL1	MEC1	YBR136W	Serine/threonine-protein kinase MEC1	kd
TEL1	YBL088C	Serine/threonine-protein kinase TEL1	MEC1	YBR136W	Serine/threonine-protein kinase MEC1	ku
KRE29	YER038C	DNA repair protein KRE29	NSE5	YML023C	Non-structural maintenance of chromosome element 5	p
KRE29	YER038C	DNA repair protein KRE29	SMC5	YOL034W	Structural maintenance of chromosomes protein 5	p
MCM2	YBL023C	DNA replication licensing factor MCM2	RFA1	YAR007C	Replication factor A protein 1	p
CYC8	YBR112C	General transcriptional corepressor CYC8	MEC1	YBR136W	Serine/threonine-protein kinase MEC1	ku
CDC28	YBR160W	Cyclin-dependent kinase 1	FUN30	YAL019W	ATP-dependent helicase FUN30	kd
CDC28	YBR160W	Cyclin-dependent kinase 1	FUN30	YAL019W	ATP-dependent helicase FUN30	p
RAD55	YDR076W	DNA repair protein RAD55	MEC1	YBR136W	Serine/threonine-protein kinase MEC1	ku
MSH6	YDR097C	DNA mismatch repair protein MSH6	RFA1	YAR007C	Replication factor A protein 1	p
MSH6	YDR097C	DNA mismatch repair protein MSH6	MEC1	YBR136W	Serine/threonine-protein kinase MEC1	ku
MSH6	YDR097C	DNA mismatch repair protein MSH6	MEC1	YBR136W	Serine/threonine-protein kinase MEC1	p
MSH6	YDR097C	DNA mismatch repair protein MSH6	CDC28	YBR160W	Cyclin-dependent kinase 1	ku
MSH6	YDR097C	DNA mismatch repair protein MSH6	CDC28	YBR160W	Cyclin-dependent kinase 1	p
CIA1	YDR267C	Cytosolic iron-sulfur protein assembly protein 1	NA	YHR122W	MIP18 family protein YHR122W	p
SMT3	YDR510W	Ubiquitin-like protein SMT3 precursor	RFA1	YAR007C	Replication factor A protein 1	p
YEN1	YER041W	Holliday junction resolvase YEN1	CDC28	YBR160W	Cyclin-dependent kinase 1	ku
YEN1	YER041W	Holliday junction resolvase YEN1	CDC28	YBR160W	Cyclin-dependent kinase 1	p
SAE2	YGL175C	DNA endonuclease SAE2	MEC1	YBR136W	Serine/threonine-protein kinase MEC1	ku
SAE2	YGL175C	DNA endonuclease SAE2	CDC28	YBR160W	Cyclin-dependent kinase 1	ku
CDC27	YBL084C	Anaphase-promoting complex subunit CDC27	CDC20	YGL116W	APC/C activator protein CDC20	p
SPO13	YHR014W	Meiosis-specific protein SPO13	CDC5	YMR001C	Cell cycle serine/threonine-protein kinase CDC5/MSD2	ku
SPO13	YHR014W	Meiosis-specific protein SPO13	CDC5	YMR001C	Cell cycle serine/threonine-protein kinase CDC5/MSD2	p
SUB2	YDL084W	ATP-dependent RNA helicase SUB2	TEX1	YNL253W	Protein TEX1	p
YRA1	YDR381W	RNA annealing protein YRA1	SUB2	YDL084W	ATP-dependent RNA helicase SUB2	p
REB1	YBR049C	DNA-binding protein REB1	ATG8	YBL078C	Autophagy-related protein 8 precursor	td
FRT2	YAL028W	Protein HPH2	CDC28	YBR160W	Cyclin-dependent kinase 1	ku
FRT2	YAL028W	Protein HPH2	CDC28	YBR160W	Cyclin-dependent kinase 1	p
APD1	YBR151W	Actin patches distal protein 1	SPC98	YNL126W	Spindle pole body component SPC98	p
ENO1	YGR254W	Enolase 1	SPT3	YDR392W	Protein SPT3	tu
ENO1	YGR254W	Enolase 1	GCR1	YPL075W	Glycolytic genes transcriptional activator GCR1	tu
DEP1	YAL013W	Transcriptional regulatory protein DEP1	SIN3	YOL004W	Transcriptional regulatory protein SIN3	p
RPL23A	YBL087C	60S ribosomal protein L23-A	PDR1	YGL013C	Transcription factor PDR1	tu
RTG3	YBL103C	Retrograde regulation protein 3	BMH1	YER177W	Protein BMH1	p
RXT2	YBR095C	Transcriptional regulatory protein RXT2	SIN3	YOL004W	Transcriptional regulatory protein SIN3	p
RPL13A	YDL082W	60S ribosomal protein L13-A	PDR1	YGL013C	Transcription factor PDR1	tu
GIS1	YDR096W	Transcriptional activator/repressor GIS1	BUD27	YFL023W	Bud site selection protein 27	p
RPL12A	YEL054C	60S ribosomal protein L12-A	PDR1	YGL013C	Transcription factor PDR1	tu
EHT1	YBR177C	Medium-chain fatty acid ethyl ester synthase/esterase 2	RSP5	YER125W	E3 ubiquitin-protein ligase RSP5	p
UME6	YDR207C	Transcriptional regulatory protein UME6	SPO13	YHR014W	Meiosis-specific protein SPO13	td
SLM4	YBR077C	Protein SLM4	GTR1	YML121W	GTP-binding protein GTR1	p
VAM6	YDL077C	Vacuolar morphogenesis protein 6	TOR1	YJR066W	Serine/threonine-protein kinase TOR1	ku
GTR2	YGR163W	GTP-binding protein GTR2	GTR1	YML121W	GTP-binding protein GTR1	p
TEF2	YBR118W	Elongation factor 1-alpha	SMT3	YDR510W	Ubiquitin-like protein SMT3 precursor	p
GPI17	YDR434W	GPI transamidase component GPI17	GPI8	YDR331W	GPI-anchor transamidase precursor	p
GPI17	YDR434W	GPI transamidase component GPI17	GAA1	YLR088W	GPI transamidase component GAA1	p
CDC53	YDL132W	Cell division control protein 53	ERG27	YLR100W	3-keto-steroid reductase	p
RAD24	YER173W	Checkpoint protein RAD24	RFC2	YJR068W	Replication factor C subunit 2	p
RAD24	YER173W	Checkpoint protein RAD24	RFC4	YOL094C	Replication factor C subunit 4	p
FTR1	YER145C	Plasma membrane iron permease	UBI4	YLL039C	Polyubiquitin precursor	p
FTR1	YER145C	Plasma membrane iron permease	MAC1	YMR021C	Metal-binding activator 1	tu
ENP1	YBR247C	Essential nuclear protein 1	DIM1	YPL266W	Dimethyladenosine transferase	p
NUP84	YDL116W	Nucleoporin NUP84	ABF1	YKL112W	ARS-binding factor 1	tu
BFR2	YDR299W	Protein BFR2	UTP4	YDR324C	U3 small nucleolar RNA-associated protein 4	p
UTP8	YGR128C	U3 small nucleolar RNA-associated protein 8	UTP5	YDR398W	U3 small nucleolar RNA-associated protein 5	p
EMP47	YFL048C	Protein EMP47 precursor	ABF1	YKL112W	ARS-binding factor 1	tu
HHF1	YBR009C	Histone H4	CPA1	YOR303W	Carbamoyl-phosphate synthase arginine-specific small chain	p
PDX3	YBR035C	Pyridoxamine 5'-phosphate oxidase	UBI4	YLL039C	Polyubiquitin precursor	p
MBP1	YDL056W	Transcription factor MBP1	ABF1	YKL112W	ARS-binding factor 1	td
CDC48	YDL126C	Cell division control protein 48 {ECO:0000305|PubMed:6749598}	RAD23	YEL037C	UV excision repair protein RAD23	p
RAD23	YEL037C	UV excision repair protein RAD23	RPN4	YDL020C	Protein RPN4	tu
RAD23	YEL037C	UV excision repair protein RAD23	RPT3	YDR394W	26S protease regulatory subunit 6B homolog	p
RAD23	YEL037C	UV excision repair protein RAD23	RPN9	YDR427W	26S proteasome regulatory subunit RPN9	p
RAD23	YEL037C	UV excision repair protein RAD23	PRE1	YER012W	Proteasome subunit beta type-4	p
RAD23	YEL037C	UV excision repair protein RAD23	RPN11	YFR004W	Ubiquitin carboxyl-terminal hydrolase RPN11	p
RAD23	YEL037C	UV excision repair protein RAD23	RPN12	YFR052W	26S proteasome regulatory subunit RPN12	p
RAD23	YEL037C	UV excision repair protein RAD23	RPT6	YGL048C	26S protease regulatory subunit 8 homolog	p
RAD23	YEL037C	UV excision repair protein RAD23	RPN1	YHR027C	26S proteasome regulatory subunit RPN1	p
RAD23	YEL037C	UV excision repair protein RAD23	RPT1	YKL145W	26S protease regulatory subunit 7 homolog	p
RAD23	YEL037C	UV excision repair protein RAD23	UBI4	YLL039C	Polyubiquitin precursor	p
RAD23	YEL037C	UV excision repair protein RAD23	DSK2	YMR276W	Ubiquitin domain-containing protein DSK2	p
RAD23	YEL037C	UV excision repair protein RAD23	RPT5	YOR117W	26S protease regulatory subunit 6A	p
RAD23	YEL037C	UV excision repair protein RAD23	RPT4	YOR259C	26S protease subunit RPT4	p
PRE1	YER012W	Proteasome subunit beta type-4	RPN13	YLR421C	26S proteasome regulatory subunit RPN13	p
PRE1	YER012W	Proteasome subunit beta type-4	DSK2	YMR276W	Ubiquitin domain-containing protein DSK2	p
PRE1	YER012W	Proteasome subunit beta type-4	RPT5	YOR117W	26S protease regulatory subunit 6A	p
UBP6	YFR010W	Ubiquitin carboxyl-terminal hydrolase 6	RPN4	YDL020C	Protein RPN4	tu
UBP6	YFR010W	Ubiquitin carboxyl-terminal hydrolase 6	RPN5	YDL147W	26S proteasome regulatory subunit RPN5	p
UBP6	YFR010W	Ubiquitin carboxyl-terminal hydrolase 6	PRE1	YER012W	Proteasome subunit beta type-4	p
UBP6	YFR010W	Ubiquitin carboxyl-terminal hydrolase 6	RPN11	YFR004W	Ubiquitin carboxyl-terminal hydrolase RPN11	p
UBP6	YFR010W	Ubiquitin carboxyl-terminal hydrolase 6	RPT6	YGL048C	26S protease regulatory subunit 8 homolog	p
UBP6	YFR010W	Ubiquitin carboxyl-terminal hydrolase 6	ECM29	YHL030W	Proteasome component ECM29	p
UBP6	YFR010W	Ubiquitin carboxyl-terminal hydrolase 6	RPN1	YHR027C	26S proteasome regulatory subunit RPN1	p
UBP6	YFR010W	Ubiquitin carboxyl-terminal hydrolase 6	RPT1	YKL145W	26S protease regulatory subunit 7 homolog	p
TEF2	YBR118W	Elongation factor 1-alpha	SNF1	YDR477W	Carbon catabolite-derepressing protein kinase	ku
RPO21	YDL140C	DNA-directed RNA polymerase II subunit RPB1	HOG1	YLR113W	Mitogen-activated protein kinase HOG1	ku
RPO21	YDL140C	DNA-directed RNA polymerase II subunit RPB1	HOG1	YLR113W	Mitogen-activated protein kinase HOG1	p
CDC34	YDR054C	Ubiquitin-conjugating enzyme E2-34 kDa	SNF1	YDR477W	Carbon catabolite-derepressing protein kinase	ku
HXK2	YGL253W	Hexokinase-2	SNF1	YDR477W	Carbon catabolite-derepressing protein kinase	ku
HXK2	YGL253W	Hexokinase-2	SNF1	YDR477W	Carbon catabolite-derepressing protein kinase	p
RAD51	YER095W	DNA repair protein RAD51	MBP1	YDL056W	Transcription factor MBP1	tu
SLT2	YHR030C	Mitogen-activated protein kinase SLT2/MPK1	PIL1	YGR086C	Sphingolipid long chain base-responsive protein PIL1	kd
SLT2	YHR030C	Mitogen-activated protein kinase SLT2/MPK1	CCW12	YLR110C	Covalently-linked cell wall protein 12 precursor	kd
COG3	YER157W	Conserved oligomeric Golgi complex subunit 3	SEC21	YNL287W	Coatomer subunit gamma	p
SWI5	YDR146C	Transcriptional factor SWI5	SRB4	YER022W	Mediator of RNA polymerase II transcription subunit 17	p
CEG1	YGL130W	mRNA-capping enzyme subunit alpha	SPT5	YML010W	Transcription elongation factor SPT5	p
SCC4	YER147C	MAU2 chromatid cohesion factor homolog	SCC2	YDR180W	Sister chromatid cohesion protein 2	p
GIM4	YEL003W	Prefoldin subunit 2	CTF4	YPR135W	DNA polymerase alpha-binding protein	p
ATG1	YGL180W	Serine/threonine-protein kinase ATG1 {ECO:0000305}	TPK1	YJL164C	cAMP-dependent protein kinase type 1	ku
ATG1	YGL180W	Serine/threonine-protein kinase ATG1 {ECO:0000305}	TPK3	YKL166C	cAMP-dependent protein kinase type 3	ku
ATG1	YGL180W	Serine/threonine-protein kinase ATG1 {ECO:0000305}	PHO85	YPL031C	Cyclin-dependent protein kinase PHO85	ku
ATG1	YGL180W	Serine/threonine-protein kinase ATG1 {ECO:0000305}	TPK2	YPL203W	cAMP-dependent protein kinase type 2	ku
SIP2	YGL208W	SNF1 protein kinase subunit beta-2	ESS1	YJR017C	Peptidyl-prolyl cis-trans isomerase ESS1	p
GOS1	YHL031C	Golgi SNAP receptor complex member 1	UME6	YDR207C	Transcriptional regulatory protein UME6	tu
CDC15	YAR019C	Cell division control protein 15	CDC14	YFR028C	Tyrosine-protein phosphatase CDC14	p
CDC37	YDR168W	Hsp90 co-chaperone Cdc37	SPT2	YER161C	Protein SPT2	p
NA	YGR149W	Uncharacterized membrane protein YGR149W	STE12	YHR084W	Protein STE12	tu
AIM46	YHR199C	Altered inheritance of mitochondria protein 46, mitochondrial precursor	ABF1	YKL112W	ARS-binding factor 1	tu
CDC39	YCR093W	General negative regulator of transcription subunit 1	CDC36	YDL165W	General negative regulator of transcription subunit 2	p
RPL12A	YEL054C	60S ribosomal protein L12-A	RAP1	YNL216W	DNA-binding protein RAP1	tu
ADY2	YCR010C	Accumulation of dyads protein 2	UME6	YDR207C	Transcriptional regulatory protein UME6	tu
NA	YGL036W	Uncharacterized protein YGL036W	UME6	YDR207C	Transcriptional regulatory protein UME6	tu
TDH3	YGR192C	Glyceraldehyde-3-phosphate dehydrogenase 3	SMT3	YDR510W	Ubiquitin-like protein SMT3 precursor	p
TDH3	YGR192C	Glyceraldehyde-3-phosphate dehydrogenase 3	GCR1	YPL075W	Glycolytic genes transcriptional activator GCR1	tu
ARC40	YBR234C	Actin-related protein 2/3 complex subunit 1	ARP2	YDL029W	Actin-related protein 2	p
ARC40	YBR234C	Actin-related protein 2/3 complex subunit 1	SAC6	YDR129C	Fimbrin	p
ARP2	YDL029W	Actin-related protein 2	ARC40	YBR234C	Actin-related protein 2/3 complex subunit 1	p
AFT1	YGL071W	Iron-regulated transcriptional activator AFT1	ARC40	YBR234C	Actin-related protein 2/3 complex subunit 1	td
RNR4	YGR180C	Ribonucleoside-diphosphate reductase small chain 2	RFX1	YLR176C	RFX-like DNA-binding protein RFX1	tu
SEC4	YFL005W	Ras-related protein SEC4	KES1	YPL145C	Oxysterol-binding protein homolog 4	p
TCM62	YBR044C	Mitochondrial chaperone TCM62 precursor	PHO2	YDL106C	Regulatory protein PHO2	tu
NA	YFL051C	Uncharacterized membrane protein YFL051C precursor	MCM1	YMR043W	Pheromone receptor transcription factor	tu
AIR2	YDL175C	Protein AIR2	NPL3	YDR432W	Nucleolar protein 3	p
AIR2	YDL175C	Protein AIR2	MTR4	YJL050W	ATP-dependent RNA helicase DOB1	p
AIR2	YDL175C	Protein AIR2	PAP2	YOL115W	Poly(A) RNA polymerase protein 2	p
RXT3	YDL076C	Transcriptional regulatory protein RXT3	UME6	YDR207C	Transcriptional regulatory protein UME6	p
ECM29	YHL030W	Proteasome component ECM29	UME6	YDR207C	Transcriptional regulatory protein UME6	tu
SLA1	YBL007C	Actin cytoskeleton-regulatory complex protein SLA1	AKL1	YBR059C	Serine/threonine-protein kinase AKL1	ku
SLA1	YBL007C	Actin cytoskeleton-regulatory complex protein SLA1	SYP1	YCR030C	Suppressor of yeast profilin deletion	p
SLA1	YBL007C	Actin cytoskeleton-regulatory complex protein SLA1	ABP1	YCR088W	Actin-binding protein	p
SLA1	YBL007C	Actin cytoskeleton-regulatory complex protein SLA1	VRP1	YLR337C	Verprolin	p
SLA1	YBL007C	Actin cytoskeleton-regulatory complex protein SLA1	END3	YNL084C	Actin cytoskeleton-regulatory complex protein END3	p
SLA1	YBL007C	Actin cytoskeleton-regulatory complex protein SLA1	SLA2	YNL243W	Protein SLA2	p
SLA1	YBL007C	Actin cytoskeleton-regulatory complex protein SLA1	SCD5	YOR329C	Protein SCD5	p
ARP2	YDL029W	Actin-related protein 2	ABP1	YCR088W	Actin-binding protein	p
SAC6	YDR129C	Fimbrin	ARC40	YBR234C	Actin-related protein 2/3 complex subunit 1	p
SNF1	YDR477W	Carbon catabolite-derepressing protein kinase	NRG1	YDR043C	Transcriptional regulator NRG1	kd
SNF1	YDR477W	Carbon catabolite-derepressing protein kinase	NRG1	YDR043C	Transcriptional regulator NRG1	p
LDS1	YAL018C	Outer spore wall protein LDS1 {ECO:0000305|PubMed:23966878}	NRG1	YDR043C	Transcriptional regulator NRG1	tu
EFT2	YDR385W	Elongation factor 2	KTI11	YBL071W-A	Diphthamide biosynthesis protein 3	p
MAK16	YAL025C	Protein MAK16	REB1	YBR049C	DNA-binding protein REB1	tu
NA	YBR096W	Uncharacterized protein YBR096W	REB1	YBR049C	DNA-binding protein REB1	tu
CYK3	YDL117W	Cytokinesis protein 3	DBF2	YGR092W	Cell cycle protein kinase DBF2	ku
SMT3	YDR510W	Ubiquitin-like protein SMT3 precursor	CDC14	YFR028C	Tyrosine-protein phosphatase CDC14	p
IMD2	YHR216W	Inosine-5'-monophosphate dehydrogenase 2 {ECO:0000255|HAMAP-Rule:MF_03156}	CTK1	YKL139W	CTD kinase subunit alpha	ku
SEC31	YDL195W	Protein transport protein SEC31	BET1	YIL004C	Protein transport protein BET1	p
SEC31	YDL195W	Protein transport protein SEC31	SEC13	YLR208W	Protein transport protein SEC13	p
SEC31	YDL195W	Protein transport protein SEC31	SEC16	YPL085W	COPII coat assembly protein SEC16	p
NUP84	YDL116W	Nucleoporin NUP84	NSP1	YJL041W	Nucleoporin NSP1	p
NUP84	YDL116W	Nucleoporin NUP84	NUP82	YJL061W	Nucleoporin NUP82	p
SAC3	YDR159W	Nuclear mRNA export protein SAC3	DBP5	YOR046C	ATP-dependent RNA helicase DBP5	p
NUP49	YGL172W	Nucleoporin NUP49/NSP49	SSA2	YLL024C	Heat shock protein SSA2	p
MIT1	YEL007W	Transcriptional regulator MIT1	PHD1	YKL043W	Putative transcription factor PHD1	tu
TDH3	YGR192C	Glyceraldehyde-3-phosphate dehydrogenase 3	CIN5	YOR028C	AP-1-like transcription factor YAP4	tu
NRG1	YDR043C	Transcriptional regulator NRG1	YAP6	YDR259C	AP-1-like transcription factor YAP6	td
GTS1	YGL181W	Protein GTS1	REB1	YBR049C	DNA-binding protein REB1	tu
YCH1	YGR203W	CDC25-like phosphatase YCH1	REB1	YBR049C	DNA-binding protein REB1	tu
YTA7	YGR270W	Tat-binding homolog 7	RSC6	YCR052W	Chromatin structure-remodeling complex protein RSC6	p
YTA7	YGR270W	Tat-binding homolog 7	RSC3	YDR303C	Chromatin structure-remodeling complex protein RSC3	p
YTA7	YGR270W	Tat-binding homolog 7	RSC8	YFR037C	Chromatin structure-remodeling complex protein RSC8	p
YTA7	YGR270W	Tat-binding homolog 7	RSC58	YLR033W	Chromatin structure-remodeling complex protein RSC58	p
SMT3	YDR510W	Ubiquitin-like protein SMT3 precursor	TYE7	YOR344C	Serine-rich protein TYE7	tu
KIN28	YDL108W	Serine/threonine-protein kinase KIN28	RAD3	YER171W	DNA repair helicase RAD3	kd
KIN28	YDL108W	Serine/threonine-protein kinase KIN28	RAD3	YER171W	DNA repair helicase RAD3	p
NA	YHR122W	MIP18 family protein YHR122W	CIA1	YDR267C	Cytosolic iron-sulfur protein assembly protein 1	p
AAD3	YCR107W	Putative aryl-alcohol dehydrogenase AAD3	YAP5	YIR018W	AP-1-like transcription factor YAP5	tu
GPR1	YDL035C	G protein-coupled receptor GPR1	SWI5	YDR146C	Transcriptional factor SWI5	tu
NA	YER079W	Uncharacterized protein YER079W	SWI5	YDR146C	Transcriptional factor SWI5	tu
DSE1	YER124C	Protein DSE1	CBK1	YNL161W	Serine/threonine-protein kinase CBK1	ku
NA	YFL013W-A	Putative uncharacterized protein YFL013W-A precursor	SWI5	YDR146C	Transcriptional factor SWI5	tu
RIM15	YFL033C	Serine/threonine-protein kinase RIM15	TAF10	YDR167W	Transcription initiation factor TFIID subunit 10	p
CHS7	YHR142W	Chitin synthase export chaperone	YAP5	YIR018W	AP-1-like transcription factor YAP5	tu
