motif_type edge_type counts
TUTU None 3148
KUKU None 1427
PKD None 453
PKU None 1657
PP None 5520
TDP None 665
TUTU None 3302
KUKU None 1206
PKD None 478
PKU None 1503
PP None 5238
TDP None 685
TUTU None 3436
KUKU None 1164
PKD None 454
PKU None 1586
PP None 5138
TDP None 665
TUTU None 3242
KUKU None 1229
PKD None 461
PKU None 1498
PP None 5226
TDP None 663
TUTU None 3307
KUKU None 1124
PKD None 455
PKU None 1438
PP None 5420
TDP None 704
TUTU None 3258
KUKU None 1093
PKD None 430
PKU None 1513
PP None 5299
TDP None 692
TUTU None 2958
KUKU None 1216
PKD None 488
PKU None 1472
PP None 5343
TDP None 745
TUTU None 3116
KUKU None 1155
PKD None 484
PKU None 1494
PP None 5447
TDP None 580
TUTU None 3074
KUKU None 1262
PKD None 455
PKU None 1653
PP None 5437
TDP None 659
TUTU None 3042
KUKU None 1170
PKD None 482
PKU None 1410
PP None 5271
TDP None 682
TUTU None 2998
KUKU None 1263
PKD None 475
PKU None 1484
PP None 5146
TDP None 608
TUTU None 3187
KUKU None 1274
PKD None 449
PKU None 1595
PP None 5360
TDP None 706
TUTU None 3199
KUKU None 1203
PKD None 483
PKU None 1485
PP None 5302
TDP None 710
TUTU None 3075
KUKU None 1202
PKD None 506
PKU None 1517
PP None 5342
TDP None 710
TUTU None 3147
KUKU None 1253
PKD None 503
PKU None 1561
PP None 5297
TDP None 659
TUTU None 3097
KUKU None 1160
PKD None 453
PKU None 1462
PP None 5326
TDP None 614
TUTU None 3029
KUKU None 1286
PKD None 460
PKU None 1603
PP None 5125
TDP None 689
TUTU None 3309
KUKU None 1159
PKD None 471
PKU None 1528
PP None 5369
TDP None 701
TUTU None 3094
KUKU None 1292
PKD None 481
PKU None 1719
PP None 5593
TDP None 659
TUTU None 2990
KUKU None 1327
PKD None 471
PKU None 1554
PP None 5233
TDP None 629
TUTU None 3153
KUKU None 1235
PKD None 496
PKU None 1751
PP None 5410
TDP None 619
TUTU None 3185
KUKU None 1198
PKD None 494
PKU None 1485
PP None 5317
TDP None 639
TUTU None 3223
KUKU None 1202
PKD None 481
PKU None 1628
PP None 5634
TDP None 617
TUTU None 3210
KUKU None 1240
PKD None 476
PKU None 1563
PP None 5648
TDP None 709
TUTU None 3068
KUKU None 1131
PKD None 461
PKU None 1462
PP None 5370
TDP None 672
TUTU None 2931
KUKU None 1260
PKD None 464
PKU None 1636
PP None 5348
TDP None 623
TUTU None 3200
KUKU None 1226
PKD None 547
PKU None 1606
PP None 5279
TDP None 626
TUTU None 3367
KUKU None 1127
PKD None 524
PKU None 1346
PP None 5127
TDP None 697
TUTU None 3202
KUKU None 1098
PKD None 482
PKU None 1505
PP None 5320
TDP None 654
TUTU None 3393
KUKU None 1164
PKD None 484
PKU None 1495
PP None 5271
TDP None 695
TUTU None 3096
KUKU None 1179
PKD None 504
PKU None 1535
PP None 5329
TDP None 642
TUTU None 2972
KUKU None 1176
PKD None 463
PKU None 1495
PP None 5234
TDP None 678
TUTU None 3072
KUKU None 1202
PKD None 473
PKU None 1625
PP None 5019
TDP None 667
TUTU None 3302
KUKU None 1203
PKD None 499
PKU None 1483
PP None 5016
TDP None 676
TUTU None 3156
KUKU None 1263
PKD None 460
PKU None 1471
PP None 5362
TDP None 637
TUTU None 3040
KUKU None 1177
PKD None 472
PKU None 1576
PP None 5323
TDP None 672
TUTU None 2976
KUKU None 1272
PKD None 463
PKU None 1554
PP None 5317
TDP None 635
TUTU None 3224
KUKU None 1170
PKD None 488
PKU None 1756
PP None 5570
TDP None 622
TUTU None 3098
KUKU None 1222
PKD None 517
PKU None 1626
PP None 5305
TDP None 687
TUTU None 3218
KUKU None 1278
PKD None 483
PKU None 1557
PP None 5146
TDP None 660
TUTU None 3055
KUKU None 1256
PKD None 482
PKU None 1578
PP None 5387
TDP None 693
TUTU None 3156
KUKU None 1270
PKD None 483
PKU None 1569
PP None 5324
TDP None 675
TUTU None 3194
KUKU None 1174
PKD None 467
PKU None 1415
PP None 5256
TDP None 655
TUTU None 3006
KUKU None 1064
PKD None 478
PKU None 1421
PP None 5116
TDP None 652
TUTU None 3054
KUKU None 1197
PKD None 426
PKU None 1511
PP None 5114
TDP None 618
TUTU None 3108
KUKU None 1269
PKD None 492
PKU None 1674
PP None 5277
TDP None 627
TUTU None 2957
KUKU None 1263
PKD None 438
PKU None 1491
PP None 5241
TDP None 595
TUTU None 3062
KUKU None 1183
PKD None 504
PKU None 1558
PP None 5508
TDP None 710
TUTU None 3031
KUKU None 1211
PKD None 434
PKU None 1514
PP None 5450
TDP None 727
TUTU None 3191
KUKU None 1120
PKD None 494
PKU None 1459
PP None 5300
TDP None 629
TUTU None 3147
KUKU None 1177
PKD None 502
PKU None 1662
PP None 5624
TDP None 639
TUTU None 3073
KUKU None 1255
PKD None 478
PKU None 1573
PP None 5326
TDP None 657
TUTU None 3120
KUKU None 1136
PKD None 467
PKU None 1542
PP None 5385
TDP None 699
TUTU None 3251
KUKU None 1190
PKD None 454
PKU None 1492
PP None 5282
TDP None 661
TUTU None 3235
KUKU None 1285
PKD None 529
PKU None 1671
PP None 5574
TDP None 646
TUTU None 3086
KUKU None 1191
PKD None 475
PKU None 1475
PP None 5266
TDP None 651
TUTU None 3014
KUKU None 1368
PKD None 470
PKU None 1482
PP None 5330
TDP None 677
TUTU None 3139
KUKU None 1198
PKD None 479
PKU None 1583
PP None 5221
TDP None 669
TUTU None 3220
KUKU None 1182
PKD None 533
PKU None 1536
PP None 5354
TDP None 686
TUTU None 3006
KUKU None 1253
PKD None 473
PKU None 1504
PP None 5282
TDP None 730
TUTU None 3176
KUKU None 1212
PKD None 463
PKU None 1500
PP None 5313
TDP None 689
TUTU None 3116
KUKU None 1150
PKD None 450
PKU None 1440
PP None 5428
TDP None 639
TUTU None 3193
KUKU None 1194
PKD None 475
PKU None 1566
PP None 5322
TDP None 649
TUTU None 2917
KUKU None 1291
PKD None 460
PKU None 1495
PP None 5256
TDP None 630
TUTU None 3029
KUKU None 1137
PKD None 432
PKU None 1456
PP None 5341
TDP None 633
TUTU None 3133
KUKU None 1263
PKD None 484
PKU None 1511
PP None 5308
TDP None 654
TUTU None 2970
KUKU None 1282
PKD None 426
PKU None 1534
PP None 5266
TDP None 590
TUTU None 2975
KUKU None 1298
PKD None 486
PKU None 1574
PP None 5163
TDP None 661
TUTU None 3132
KUKU None 1260
PKD None 494
PKU None 1626
PP None 5193
TDP None 725
TUTU None 3238
KUKU None 1180
PKD None 492
PKU None 1735
PP None 5404
TDP None 699
TUTU None 3172
KUKU None 1285
PKD None 520
PKU None 1573
PP None 5305
TDP None 621
TUTU None 3158
KUKU None 1248
PKD None 486
PKU None 1513
PP None 5289
TDP None 678
TUTU None 3130
KUKU None 1208
PKD None 501
PKU None 1459
PP None 5199
TDP None 668
TUTU None 3157
KUKU None 1246
PKD None 482
PKU None 1406
PP None 5244
TDP None 676
TUTU None 3120
KUKU None 1137
PKD None 523
PKU None 1542
PP None 5354
TDP None 690
TUTU None 2980
KUKU None 1274
PKD None 479
PKU None 1575
PP None 5322
TDP None 613
TUTU None 3025
KUKU None 1187
PKD None 479
PKU None 1339
PP None 5423
TDP None 706
TUTU None 3072
KUKU None 1243
PKD None 481
PKU None 1534
PP None 5303
TDP None 655
TUTU None 3282
KUKU None 1248
PKD None 492
PKU None 1527
PP None 5241
TDP None 677
TUTU None 3171
KUKU None 1142
PKD None 455
PKU None 1516
PP None 5447
TDP None 647
TUTU None 3279
KUKU None 1217
PKD None 498
PKU None 1459
PP None 5334
TDP None 627
TUTU None 3257
KUKU None 1254
PKD None 435
PKU None 1684
PP None 5445
TDP None 716
TUTU None 2927
KUKU None 1125
PKD None 420
PKU None 1400
PP None 5325
TDP None 647
TUTU None 3034
KUKU None 1304
PKD None 479
PKU None 1581
PP None 5336
TDP None 634
TUTU None 3014
KUKU None 1238
PKD None 476
PKU None 1610
PP None 5418
TDP None 680
TUTU None 3021
KUKU None 1151
PKD None 501
PKU None 1456
PP None 5444
TDP None 619
TUTU None 3195
KUKU None 1290
PKD None 457
PKU None 1545
PP None 5325
TDP None 653
TUTU None 3133
KUKU None 1194
PKD None 436
PKU None 1577
PP None 5239
TDP None 667
TUTU None 2916
KUKU None 1198
PKD None 498
PKU None 1610
PP None 5168
TDP None 631
TUTU None 3162
KUKU None 1242
PKD None 494
PKU None 1581
PP None 5298
TDP None 681
TUTU None 3171
KUKU None 1146
PKD None 486
PKU None 1549
PP None 5225
TDP None 644
TUTU None 3019
KUKU None 1209
PKD None 467
PKU None 1521
PP None 5406
TDP None 666
TUTU None 3219
KUKU None 1218
PKD None 504
PKU None 1544
PP None 5305
TDP None 664
TUTU None 3059
KUKU None 1264
PKD None 524
PKU None 1563
PP None 5553
TDP None 689
TUTU None 3291
KUKU None 1213
PKD None 474
PKU None 1619
PP None 5422
TDP None 646
TUTU None 3224
KUKU None 1334
PKD None 477
PKU None 1678
PP None 5294
TDP None 613
TUTU None 3269
KUKU None 1188
PKD None 483
PKU None 1519
PP None 5262
TDP None 664
TUTU None 2996
KUKU None 1298
PKD None 491
PKU None 1649
PP None 5260
TDP None 693
TUTU None 3018
KUKU None 1303
PKD None 549
PKU None 1779
PP None 5437
TDP None 591
TUTU None 3118
KUKU None 1357
PKD None 473
PKU None 1714
PP None 5277
TDP None 630
TUTU None 3323
KUKU None 1263
PKD None 459
PKU None 1579
PP None 5235
TDP None 609
TUTU None 3126
KUKU None 1262
PKD None 469
PKU None 1629
PP None 5320
TDP None 631
TUTU None 3210
KUKU None 1206
PKD None 479
PKU None 1528
PP None 5172
TDP None 607
TUTU None 3091
KUKU None 1298
PKD None 494
PKU None 1557
PP None 5417
TDP None 665
TUTU None 2981
KUKU None 1221
PKD None 500
PKU None 1532
PP None 5351
TDP None 665
TUTU None 3233
KUKU None 1260
PKD None 453
PKU None 1617
PP None 5389
TDP None 686
TUTU None 3174
KUKU None 1341
PKD None 468
PKU None 1601
PP None 5325
TDP None 691
TUTU None 3225
KUKU None 1044
PKD None 446
PKU None 1305
PP None 5353
TDP None 658
TUTU None 3326
KUKU None 1233
PKD None 492
PKU None 1520
PP None 5303
TDP None 643
TUTU None 2977
KUKU None 1255
PKD None 481
PKU None 1522
PP None 5202
TDP None 635
TUTU None 3034
KUKU None 1149
PKD None 463
PKU None 1349
PP None 5271
TDP None 705
TUTU None 3209
KUKU None 1258
PKD None 463
PKU None 1676
PP None 5409
TDP None 657
TUTU None 3106
KUKU None 1273
PKD None 503
PKU None 1482
PP None 5256
TDP None 612
TUTU None 2971
KUKU None 1244
PKD None 495
PKU None 1378
PP None 5142
TDP None 658
TUTU None 3102
KUKU None 1284
PKD None 425
PKU None 1568
PP None 5229
TDP None 651
TUTU None 3257
KUKU None 1059
PKD None 523
PKU None 1425
PP None 5309
TDP None 649
TUTU None 3297
KUKU None 1237
PKD None 499
PKU None 1514
PP None 5289
TDP None 593
TUTU None 2946
KUKU None 1125
PKD None 491
PKU None 1422
PP None 5372
TDP None 660
TUTU None 3245
KUKU None 1304
PKD None 480
PKU None 1551
PP None 5327
TDP None 658
TUTU None 3119
KUKU None 1244
PKD None 482
PKU None 1532
PP None 5220
TDP None 660
TUTU None 3171
KUKU None 1156
PKD None 483
PKU None 1581
PP None 5293
TDP None 684
TUTU None 3148
KUKU None 1276
PKD None 442
PKU None 1513
PP None 5395
TDP None 710
TUTU None 3115
KUKU None 1205
PKD None 502
PKU None 1500
PP None 5175
TDP None 642
TUTU None 3103
KUKU None 1160
PKD None 504
PKU None 1613
PP None 5430
TDP None 721
TUTU None 3082
KUKU None 1202
PKD None 485
PKU None 1455
PP None 5060
TDP None 614
TUTU None 3091
KUKU None 1102
PKD None 483
PKU None 1327
PP None 5159
TDP None 657
TUTU None 3087
KUKU None 1247
PKD None 415
PKU None 1600
PP None 5270
TDP None 616
TUTU None 3170
KUKU None 1266
PKD None 501
PKU None 1571
PP None 5565
TDP None 698
TUTU None 3060
KUKU None 1237
PKD None 532
PKU None 1763
PP None 5572
TDP None 680
TUTU None 2902
KUKU None 1224
PKD None 428
PKU None 1459
PP None 5375
TDP None 704
TUTU None 3223
KUKU None 1125
PKD None 468
PKU None 1542
PP None 5248
TDP None 684
TUTU None 3259
KUKU None 1160
PKD None 443
PKU None 1349
PP None 5108
TDP None 612
TUTU None 3056
KUKU None 1149
PKD None 466
PKU None 1515
PP None 5606
TDP None 675
TUTU None 3186
KUKU None 1189
PKD None 464
PKU None 1548
PP None 5358
TDP None 654
TUTU None 2973
KUKU None 1261
PKD None 501
PKU None 1636
PP None 5473
TDP None 673
TUTU None 3114
KUKU None 1209
PKD None 576
PKU None 1642
PP None 5441
TDP None 591
TUTU None 2998
KUKU None 1167
PKD None 438
PKU None 1498
PP None 5226
TDP None 665
TUTU None 3293
KUKU None 1243
PKD None 477
PKU None 1570
PP None 5460
TDP None 697
TUTU None 3143
KUKU None 1177
PKD None 506
PKU None 1480
PP None 5293
TDP None 641
TUTU None 3121
KUKU None 1247
PKD None 486
PKU None 1759
PP None 5356
TDP None 685
TUTU None 3160
KUKU None 1203
PKD None 525
PKU None 1567
PP None 5587
TDP None 659
TUTU None 2996
KUKU None 1120
PKD None 511
PKU None 1456
PP None 5251
TDP None 629
TUTU None 3231
KUKU None 1142
PKD None 464
PKU None 1523
PP None 5377
TDP None 730
TUTU None 3138
KUKU None 1242
PKD None 483
PKU None 1581
PP None 5370
TDP None 674
TUTU None 3305
KUKU None 1233
PKD None 463
PKU None 1518
PP None 5584
TDP None 689
TUTU None 3252
KUKU None 1122
PKD None 454
PKU None 1554
PP None 5346
TDP None 610
TUTU None 3066
KUKU None 1269
PKD None 492
PKU None 1648
PP None 5444
TDP None 645
TUTU None 3175
KUKU None 1199
PKD None 428
PKU None 1563
PP None 5315
TDP None 670
TUTU None 3309
KUKU None 1202
PKD None 446
PKU None 1508
PP None 5512
TDP None 675
TUTU None 3367
KUKU None 1251
PKD None 471
PKU None 1491
PP None 5310
TDP None 637
TUTU None 3244
KUKU None 1182
PKD None 401
PKU None 1450
PP None 5434
TDP None 710
TUTU None 3134
KUKU None 1308
PKD None 448
PKU None 1533
PP None 5170
TDP None 620
TUTU None 3116
KUKU None 1315
PKD None 505
PKU None 1538
PP None 5356
TDP None 616
TUTU None 3302
KUKU None 1117
PKD None 521
PKU None 1389
PP None 5230
TDP None 637
TUTU None 3147
KUKU None 1241
PKD None 463
PKU None 1468
PP None 5426
TDP None 670
TUTU None 3142
KUKU None 1171
PKD None 469
PKU None 1479
PP None 5290
TDP None 644
TUTU None 3184
KUKU None 1091
PKD None 493
PKU None 1314
PP None 5128
TDP None 653
TUTU None 3269
KUKU None 1246
PKD None 487
PKU None 1452
PP None 5388
TDP None 634
TUTU None 3098
KUKU None 1153
PKD None 455
PKU None 1377
PP None 5153
TDP None 607
TUTU None 3091
KUKU None 1098
PKD None 449
PKU None 1461
PP None 5347
TDP None 598
TUTU None 3042
KUKU None 1239
PKD None 449
PKU None 1552
PP None 5338
TDP None 647
TUTU None 3047
KUKU None 1229
PKD None 490
PKU None 1564
PP None 5363
TDP None 696
TUTU None 3174
KUKU None 1123
PKD None 475
PKU None 1440
PP None 5072
TDP None 716
TUTU None 3131
KUKU None 1211
PKD None 494
PKU None 1496
PP None 5265
TDP None 611
TUTU None 3059
KUKU None 1252
PKD None 486
PKU None 1501
PP None 5462
TDP None 671
TUTU None 3091
KUKU None 1310
PKD None 519
PKU None 1488
PP None 5306
TDP None 672
TUTU None 3262
KUKU None 1279
PKD None 521
PKU None 1717
PP None 5477
TDP None 642
TUTU None 3165
KUKU None 1360
PKD None 432
PKU None 1639
PP None 5448
TDP None 572
TUTU None 3213
KUKU None 1197
PKD None 477
PKU None 1434
PP None 5443
TDP None 608
TUTU None 3031
KUKU None 1100
PKD None 504
PKU None 1497
PP None 5355
TDP None 613
TUTU None 3160
KUKU None 1181
PKD None 497
PKU None 1463
PP None 5265
TDP None 671
TUTU None 3282
KUKU None 1136
PKD None 508
PKU None 1540
PP None 5425
TDP None 675
TUTU None 3241
KUKU None 1279
PKD None 410
PKU None 1548
PP None 5363
TDP None 605
TUTU None 3048
KUKU None 1213
PKD None 494
PKU None 1477
PP None 5312
TDP None 653
TUTU None 3148
KUKU None 1192
PKD None 466
PKU None 1705
PP None 5500
TDP None 648
TUTU None 3177
KUKU None 1286
PKD None 498
PKU None 1487
PP None 5344
TDP None 642
TUTU None 3139
KUKU None 1290
PKD None 520
PKU None 1676
PP None 5352
TDP None 664
TUTU None 3189
KUKU None 1309
PKD None 469
PKU None 1680
PP None 5391
TDP None 754
TUTU None 3061
KUKU None 1223
PKD None 487
PKU None 1666
PP None 5385
TDP None 690
TUTU None 2960
KUKU None 1117
PKD None 486
PKU None 1574
PP None 5568
TDP None 667
TUTU None 3240
KUKU None 1283
PKD None 540
PKU None 1569
PP None 5385
TDP None 662
TUTU None 3158
KUKU None 1234
PKD None 444
PKU None 1446
PP None 5291
TDP None 699
TUTU None 2904
KUKU None 1217
PKD None 424
PKU None 1569
PP None 5426
TDP None 644
TUTU None 3173
KUKU None 1307
PKD None 470
PKU None 1501
PP None 5227
TDP None 639
TUTU None 3050
KUKU None 1218
PKD None 467
PKU None 1512
PP None 5143
TDP None 688
TUTU None 3140
KUKU None 1148
PKD None 424
PKU None 1409
PP None 5085
TDP None 648
TUTU None 3088
KUKU None 1113
PKD None 434
PKU None 1555
PP None 5425
TDP None 634
TUTU None 3095
KUKU None 1113
PKD None 490
PKU None 1493
PP None 5344
TDP None 669
TUTU None 3035
KUKU None 1321
PKD None 471
PKU None 1576
PP None 5301
TDP None 708
TUTU None 3164
KUKU None 1290
PKD None 463
PKU None 1712
PP None 5526
TDP None 611
TUTU None 3096
KUKU None 1246
PKD None 470
PKU None 1582
PP None 5477
TDP None 707
TUTU None 3001
KUKU None 1180
PKD None 509
PKU None 1467
PP None 5382
TDP None 665
TUTU None 3208
KUKU None 1214
PKD None 469
PKU None 1664
PP None 5517
TDP None 655
TUTU None 3315
KUKU None 1145
PKD None 511
PKU None 1428
PP None 5183
TDP None 681
TUTU None 3157
KUKU None 1265
PKD None 514
PKU None 1563
PP None 5180
TDP None 606
TUTU None 2990
KUKU None 1193
PKD None 507
PKU None 1550
PP None 5462
TDP None 653
TUTU None 3131
KUKU None 1174
PKD None 457
PKU None 1473
PP None 5312
TDP None 683
TUTU None 3166
KUKU None 1225
PKD None 499
PKU None 1535
PP None 5131
TDP None 646
TUTU None 3188
KUKU None 1144
PKD None 455
PKU None 1400
PP None 5390
TDP None 656
TUTU None 3052
KUKU None 1204
PKD None 465
PKU None 1514
PP None 5562
TDP None 678
TUTU None 3238
KUKU None 1183
PKD None 483
PKU None 1486
PP None 5388
TDP None 635
TUTU None 3034
KUKU None 1168
PKD None 450
PKU None 1491
PP None 5225
TDP None 679
TUTU None 3270
KUKU None 1108
PKD None 463
PKU None 1462
PP None 5372
TDP None 631
TUTU None 3029
KUKU None 1289
PKD None 510
PKU None 1487
PP None 5438
TDP None 704
TUTU None 3173
KUKU None 1146
PKD None 509
PKU None 1527
PP None 5462
TDP None 705
TUTU None 3070
KUKU None 1197
PKD None 484
PKU None 1529
PP None 5334
TDP None 688
TUTU None 3151
KUKU None 1260
PKD None 473
PKU None 1629
PP None 5415
TDP None 598
TUTU None 3213
KUKU None 1203
PKD None 449
PKU None 1484
PP None 5329
TDP None 696
TUTU None 3140
KUKU None 1193
PKD None 501
PKU None 1430
PP None 5181
TDP None 589
TUTU None 3028
KUKU None 1290
PKD None 449
PKU None 1602
PP None 5161
TDP None 698
TUTU None 3113
KUKU None 1209
PKD None 453
PKU None 1535
PP None 5337
TDP None 638
TUTU None 3071
KUKU None 1134
PKD None 517
PKU None 1598
PP None 5589
TDP None 619
TUTU None 3223
KUKU None 1103
PKD None 497
PKU None 1510
PP None 5369
TDP None 669
TUTU None 3159
KUKU None 1148
PKD None 477
PKU None 1470
PP None 5353
TDP None 631
TUTU None 3117
KUKU None 1200
PKD None 476
PKU None 1514
PP None 5316
TDP None 649
TUTU None 3024
KUKU None 1322
PKD None 513
PKU None 1690
PP None 5607
TDP None 664
TUTU None 3228
KUKU None 1253
PKD None 469
PKU None 1447
PP None 5356
TDP None 622
TUTU None 3125
KUKU None 1113
PKD None 511
PKU None 1530
PP None 5376
TDP None 665
TUTU None 2982
KUKU None 1097
PKD None 478
PKU None 1334
PP None 5230
TDP None 643
TUTU None 3145
KUKU None 1216
PKD None 487
PKU None 1537
PP None 5292
TDP None 694
TUTU None 3104
KUKU None 1239
PKD None 485
PKU None 1513
PP None 5347
TDP None 621
TUTU None 2999
KUKU None 1220
PKD None 480
PKU None 1561
PP None 5567
TDP None 626
TUTU None 3076
KUKU None 1166
PKD None 475
PKU None 1474
PP None 5169
TDP None 665
TUTU None 3026
KUKU None 1269
PKD None 485
PKU None 1642
PP None 5342
TDP None 719
TUTU None 3252
KUKU None 1224
PKD None 438
PKU None 1558
PP None 5193
TDP None 599
TUTU None 3079
KUKU None 1148
PKD None 472
PKU None 1640
PP None 5461
TDP None 613
TUTU None 3413
KUKU None 1209
PKD None 490
PKU None 1540
PP None 5208
TDP None 631
TUTU None 3094
KUKU None 1152
PKD None 490
PKU None 1610
PP None 5333
TDP None 636
TUTU None 3150
KUKU None 1219
PKD None 466
PKU None 1535
PP None 5384
TDP None 631
TUTU None 3078
KUKU None 1226
PKD None 474
PKU None 1509
PP None 5270
TDP None 637
TUTU None 3188
KUKU None 1192
PKD None 417
PKU None 1575
PP None 5372
TDP None 623
TUTU None 3131
KUKU None 1112
PKD None 445
PKU None 1417
PP None 5193
TDP None 620
TUTU None 3098
KUKU None 1240
PKD None 468
PKU None 1570
PP None 5241
TDP None 713
TUTU None 3114
KUKU None 1242
PKD None 475
PKU None 1556
PP None 5283
TDP None 716
TUTU None 3083
KUKU None 1235
PKD None 539
PKU None 1582
PP None 5378
TDP None 741
TUTU None 3040
KUKU None 1179
PKD None 456
PKU None 1455
PP None 5367
TDP None 611
TUTU None 2927
KUKU None 1190
PKD None 475
PKU None 1618
PP None 5312
TDP None 664
TUTU None 3105
KUKU None 1220
PKD None 415
PKU None 1416
PP None 5274
TDP None 654
TUTU None 3162
KUKU None 1194
PKD None 422
PKU None 1606
PP None 5375
TDP None 701
TUTU None 3316
KUKU None 1151
PKD None 484
PKU None 1507
PP None 5485
TDP None 606
TUTU None 3125
KUKU None 1231
PKD None 423
PKU None 1583
PP None 5514
TDP None 628
TUTU None 3114
KUKU None 1193
PKD None 467
PKU None 1516
PP None 5283
TDP None 681
TUTU None 2940
KUKU None 1354
PKD None 513
PKU None 1590
PP None 5354
TDP None 616
TUTU None 3009
KUKU None 1195
PKD None 483
PKU None 1588
PP None 5549
TDP None 602
TUTU None 3114
KUKU None 1205
PKD None 502
PKU None 1609
